genes,tair_symbol,description,log2FoldChange,padj,uniprotswissprot,external_gene_name,external_gene_source,batchcorr,refgroup,logFC_scheible2004,Padj_scheible2004,logFC_nguyen2017,Padj_nguyen2017,notes,qPCR_gene
AT1G29600,,Zinc finger C-x8-C-x5-C-x3-H type family protein [Source:TAIR;Acc:AT1G29600],-1.249481813,0.017152535,,,,p,em24,-0.349552802261628,0.00188341553820666,NA,NA,,
AT1G22150,SULTR1;3,Sulfate transporter 1.3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FEP7],-1.428756198,0.04938798,Q9FEP7,SULTR1;3,UniProtKB Gene Name,r,em2,NA,NA,NA,NA,,
AT1G19670,ATCLH1,Chlorophyllase-1 [Source:UniProtKB/Swiss-Prot;Acc:O22527],-1.246681868,0.002823901,O22527,CLH1,UniProtKB Gene Name,r,nm2,NA,NA,NA,NA,,
AT4G15680,,Monothiol glutaredoxin-S4 [Source:UniProtKB/Swiss-Prot;Acc:O23419],-1.243703344,0.013678865,O23419,GRXS4,UniProtKB Gene Name,p,en2,-2.44929980768699,2.20467667404544e-08,NA,NA,,
AT4G23000,,Calcineurin-like metallo-phosphoesterase superfamily protein [Source:TAIR;Acc:AT4G23000],-1.415861652,0.006831837,,,,r+p,em2,NA,NA,NA,NA,,
AT3G05630,PLDP2,Phospholipase D zeta 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9W8],-1.408708811,0.04313683,Q9M9W8,PLPZETA2,UniProtKB Gene Name,r+p,em2,0.453080910704922,0.00516130843156473,0.986,0.0056,,
AT1G55330,AGP21,ATAGP21 [Source:UniProtKB/TrEMBL;Acc:A0A178W6X6],-1.230280291,0.027393974,Q9C8A4,AGP21,UniProtKB Gene Name,p,en6,NA,NA,NA,NA,,
AT4G01593,NA,NA,-1.227396705,0.032861262,NA,NA,NA,p,en24,NA,NA,NA,NA,,
AT4G01595,,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JG28],-1.227396705,0.032861262,,,,p,en24,NA,NA,NA,NA,,
AT1G19200,,Protein of unknown function (DUF581) [Source:TAIR;Acc:AT1G19200],-1.40420887,0.017713192,,FLZ12,UniProtKB Gene Name,p,em2,NA,NA,NA,NA,,
AT5G01220,SQD2,Sulfoquinovosyl transferase SQD2 [Source:UniProtKB/Swiss-Prot;Acc:Q8S4F6],-1.403825955,0.00020225,Q8S4F6,SQD2,UniProtKB Gene Name,p,em2,0.504646720611612,0.00509124601137092,NA,NA,,
AT2G45130,ATSPX3,SPX domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5PP62],-1.400542264,1.29215E-07,Q5PP62,SPX3,UniProtKB Gene Name,r,em2,NA,NA,NA,NA,,
AT5G08030,,PLC-like phosphodiesterases superfamily protein [Source:TAIR;Acc:AT5G08030],-1.208769536,0.030131048,,,,p,nm2,NA,NA,NA,NA,,
AT4G04925,,At4g04925 [Source:UniProtKB/TrEMBL;Acc:Q8LFB8],-1.205430836,0.041074501,,,,p,en6,NA,NA,NA,NA,,
AT5G20790,,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 11 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation an /.../nsion stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G43110.1); Ha. [Source:TAIR;Acc:AT5G20790]",-1.393963321,4.7859E-06,,,,r+p,em2,0.588140020378646,0.000231205121521764,NA,NA,,
AT3G05930,GLP8,GLP8 [Source:UniProtKB/TrEMBL;Acc:A0A384KAA2],-1.188137947,0.01662557,P93000,GLP8,UniProtKB Gene Name,p,en24,NA,NA,NA,NA,,
AT3G55980,SZF1,Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4],-1.187043355,0.02642581,Q93ZS9,SZF1,TAIR Gene Name,r,nm6,1.15873747045085,1.51892058423561e-06,NA,NA,,
AT1G73220,AtOCT1,Organic cation/carnitine transporter 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAT6],-1.185755141,0.008388529,Q9CAT6,OCT1,UniProtKB Gene Name,p,nm2,0.404084993635317,0.0114224755899992,NA,NA,,
AT1G73330,ATDR4,Dr4 protein [Source:UniProtKB/TrEMBL;Acc:Q39091],-1.176220057,0.004941762,,ATDR4,TAIR Gene Name,p,en6,-1.17121420284026,1.31138901950492e-06,NA,NA,,
AT4G24890,ATPAP24,Probable inactive purple acid phosphatase 24 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1R2],-1.374557901,0.023414091,Q8H1R2,PAP24,UniProtKB Gene Name,r,em2,NA,NA,NA,NA,,
AT3G02040,SRG3,"Glycerophosphodiester phosphodiesterase GDPD1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SGA2]",-1.317198457,0.002887839,Q9SGA2,GDPD1,UniProtKB Gene Name,p,em2,-0.758406398694714,6.66504255791554e-05,NA,NA,,
AT2G33790,ATAGP30,Non-classical arabinogalactan protein 30 [Source:UniProtKB/Swiss-Prot;Acc:P93013],-1.315707222,0.007298403,P93013,AGP30,UniProtKB Gene Name,r,em2,0.852595379551393,4.7925211292155e-05,NA,NA,,
AT5G27660,,DEG14 [Source:UniProtKB/TrEMBL;Acc:A0A178UPC0],-1.29525072,0.003601576,Q3E6S8,,,p,em2,NA,NA,NA,NA,,
AT1G08310,,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:A8MRK8],-1.277711493,0.007026913,,,,r+p,em2,NA,NA,NA,NA,,
AT2G24980,,Proline-rich extensin-like family protein [Source:TAIR;Acc:AT2G24980],-1.136115069,0.001853676,,,,p,nm2,0.597970947636148,0.000540476225587955,NA,NA,,
AT3G57157,NA,NA,-1.274686979,5.3784E-05,NA,NA,NA,p,em2,NA,NA,NA,NA,,
AT5G26220,,Gamma-glutamylcyclotransferase 2-1 [Source:UniProtKB/Swiss-Prot;Acc:Q8GY54],-1.247436076,1.17499E-08,,GGCT2;1,UniProtKB Gene Name,r,em2,NA,NA,1.796,0.00022,,
AT2G39040,,Peroxidase 24 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV04],-1.122359387,0.025561477,Q9ZV04,PER24,UniProtKB Gene Name,p,nm2,-0.643414519544416,0.000174084184062993,NA,NA,,
AT1G73010,ATPS2,Inorganic pyrophosphatase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q67YC0],-1.241841535,4.04829E-08,Q67YC0,PS2,UniProtKB Gene Name,r,em2,0.703442729923556,0.00023042644923539,NA,NA,,
AT2G12170,,BEST Arabidopsis thaliana protein match is: Transcriptional factor B3 family protein (TAIR:AT2G24645.1); Ha. [Source:TAIR;Acc:AT2G12170],-1.116149551,0.047728417,,,,p,em24,NA,NA,NA,NA,,
AT3G12500,ATHCHIB,Basic endochitinase B [Source:UniProtKB/Swiss-Prot;Acc:P19171],-1.236010429,0.011914975,P19171,CHI-B,UniProtKB Gene Name,r+p,em2,NA,NA,NA,NA,,
AT3G05932,NA,NA,-1.107604652,0.045205438,NA,NA,NA,p,en24,NA,NA,NA,NA,,
AT3G62760,ATGSTF13,Glutathione S-transferase F13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZI9],-1.106217338,0.011451132,Q9LZI9,GSTF13,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G38410,,At4g38410 [Source:UniProtKB/TrEMBL;Acc:Q8GY17],-1.105670977,0.022991779,,,,p,nm2,-0.533951005384498,0.00416625301444193,NA,NA,,
AT1G53541,,unknown protein; Ha. [Source:TAIR;Acc:AT1G53541],-1.10370226,0.041074501,,,,p,en6,NA,NA,NA,NA,,
AT5G03545,AT4,At5g03545 [Source:UniProtKB/TrEMBL;Acc:Q9LZD2],-1.224258377,0.00040012,,AT4,TAIR Gene Name,r+p,em2,NA,NA,NA,NA,,
AT2G46860,AtPPa3,PPa3 [Source:UniProtKB/TrEMBL;Acc:A0A178VZ15],-1.099104556,0.03888552,O82793,PPA3,UniProtKB Gene Name,p,nm2,0.785579465256035,0.00821026659951642,NA,NA,,
AT5G19800,,Hydroxyproline-rich glycoprotein family protein [Source:UniProtKB/TrEMBL;Acc:Q3E9B1],-1.09698258,0.011268301,,,,p,nm2,0.862280722402542,0.00133975789199548,NA,NA,,
AT2G46880,ATPAP14,Probable inactive purple acid phosphatase 14 [Source:UniProtKB/Swiss-Prot;Acc:Q84LR6],-1.210330806,0.001006587,,PAP14,UniProtKB Gene Name,r,em2,NA,NA,NA,NA,,
AT3G09450,,F3L24.34 protein [Source:UniProtKB/TrEMBL;Acc:Q9S710],-1.093519901,0.006172098,,,,p,em24,NA,NA,NA,NA,,
AT5G21020,,At5g21020 [Source:UniProtKB/TrEMBL;Acc:Q3E985],-1.093015808,0.001977992,,,,p,en6,NA,NA,NA,NA,,
AT2G23130,AGP17,Lysine-rich arabinogalactan protein 17 [Source:UniProtKB/Swiss-Prot;Acc:O22194],-1.091741208,0.002663792,O22194,AGP17,UniProtKB Gene Name,p,en2,-2.04133494375327,1.22884605076018e-08,NA,NA,,
AT4G16540,,Heat shock protein HSP20/alpha crystallin family [Source:UniProtKB/TrEMBL;Acc:O23498],-1.090194653,0.0266407,,,,p,nm2,-0.879711142867513,2.15933493432249e-05,NA,NA,,
AT4G24350,,Phosphorylase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q94K59],-1.088914385,0.007922867,,,,r,nm2,-0.770819747553396,1.81357454601336e-05,NA,NA,,
AT5G19100,,Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:Q3E9C8],-1.087630622,0.002940057,,,,p,nm2,-0.299249091031667,0.0496070515831851,NA,NA,,
AT2G20520,FLA6,Fasciclin-like arabinogalactan protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIL7],-1.084478791,0.031242177,Q9SIL7,FLA6,UniProtKB Gene Name,p,nm2,0.817748377605685,0.000403807557705417,NA,NA,,
AT1G12040,LRX1,Leucine-rich repeat extensin-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:O65375],-1.083315509,0.002390806,O65375,LRX1,UniProtKB Gene Name,p,nm2,0.775895819483466,0.000973018722139951,NA,NA,,
AT3G25760,AOC1,At3g25760 [Source:UniProtKB/TrEMBL;Acc:Q2HIV2],-1.08172062,0.042687615,Q9LS03,AOC1,UniProtKB Gene Name,r,nm2,-1.75939596770981,2.50949680342529e-08,NA,NA,,
AT3G03530,NPC4,Non-specific phospholipase C4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRQ7],-1.209297195,0.003430605,Q9SRQ7,NPC4,UniProtKB Gene Name,r,em2,1.54897368645913,5.29959170040985e-06,NA,NA,,
AT3G54590,ATHRGP1,Extensin-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1G9],-1.072607814,0.004959342,,EXT2,UniProtKB Gene Name,p,nm2,0.259953116821719,0.0361488646836113,NA,NA,,
AT3G47350,ATHSD2,Hydroxysteroid dehydrogenase 2 [Source:UniProtKB/TrEMBL;Acc:F4JBH8],-1.072251562,0.025712904,,ATHSD2,TAIR Gene Name,p,en6,NA,NA,NA,NA,,
AT3G52720,CAH1,"Alpha carbonic anhydrase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O04846]",-1.202621961,0.000724037,,ACA1,UniProtKB Gene Name,r+p,em2,-1.01688644682995,0.0136137115917369,NA,NA,,
AT1G73580,,Protein C2-DOMAIN ABA-RELATED 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6B7],-1.068729738,0.035677434,Q9C6B7,CAR3,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT4G33770,,Inositol-tetrakisphosphate 1-kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81893],-1.172947467,0.04313683,,ITPK2,UniProtKB Gene Name,r+p,em2,NA,NA,NA,NA,,
AT4G12470,AZI1,pEARLI1-like lipid transfer protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SU35],-1.061069566,0.001395966,Q9SU35,AZI1,UniProtKB Gene Name,p,en2,NA,NA,0.918,0.0039,,
AT2G30540,,Monothiol glutaredoxin-S9 [Source:UniProtKB/Swiss-Prot;Acc:O04341],-1.050069515,0.011327975,O04341,GRXS9,UniProtKB Gene Name,p,nm2,-0.433797370153702,0.024960292268659,NA,NA,,
AT5G06630,,Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:F4K3X4],-1.049503966,0.011327975,,,,p,nm2,0.403407745334481,0.0103436217971374,NA,NA,,
AT5G08030,,PLC-like phosphodiesterases superfamily protein [Source:TAIR;Acc:AT5G08030],-1.171684897,0.009864452,,,,r,em2,NA,NA,NA,NA,,
AT1G07260,UGT71C3,UDP-glycosyltransferase 71C3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LML7],-1.048365096,0.00011397,Q9LML7,UGT71C3,UniProtKB Gene Name,p,nm2,NA,NA,0.762,0.00045,,
AT5G06200,,CASP-like protein [Source:UniProtKB/TrEMBL;Acc:A0A178UFD9],-1.045580406,0.039767236,Q9FFZ7,CASP4,UniProtKB Gene Name,p,nm2,0.665291871583293,0.000976311626735519,NA,NA,,
AT5G57540,XTH13,Putative xyloglucan endotransglucosylase/hydrolase protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKL8],-1.04105135,0.016995259,Q9FKL8,XTH13,UniProtKB Gene Name,p,nm2,1.30965919119293,2.54411063924558e-05,NA,NA,,
AT1G63930,ROH1,At1g63930 [Source:UniProtKB/TrEMBL;Acc:Q9CAK4],-1.036072382,0.018231019,,ROH1,TAIR Gene Name,p,nm2,NA,NA,NA,NA,,
AT3G41979,NA,NA,-1.159696214,0.011084017,NA,NA,NA,p,em2,NA,NA,NA,NA,,
AT5G49480,ATCP1,Calcium-binding protein CP1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FDX6],-1.0344932,0.00823369,Q9FDX6,ATCP1,TAIR Gene Name,p,en6,0.337475244203473,0.00108870183321696,2.098,6.4e-05,,
AT1G54970,ATPRP1,Proline-rich protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZ35],-1.033195345,0.005099018,Q9FZ35,PRP1,UniProtKB Gene Name,p,nm2,0.572100959812807,0.00237414794172718,NA,NA,,
AT1G07600,MT1A,Metallothionein-like protein 1A [Source:UniProtKB/Swiss-Prot;Acc:P43392],-1.025864528,0.012396678,P43392,MT1A,UniProtKB Gene Name,p,en6,0.270332591597852,0.00134985747192256,0.76,0.0028,,
AT3G43110,,At3g43110 [Source:UniProtKB/TrEMBL;Acc:Q9M250],-1.150786402,1.3804E-08,,,,r,em2,NA,NA,NA,NA,,
AT5G09470,DIC3,DIC3 [Source:UniProtKB/TrEMBL;Acc:A0A178UKG1],-1.145419907,0.010930376,Q9FY68,PUMP6,UniProtKB Gene Name,r,em2,0.414802498435096,0.0155954313692279,3.168,4.5e-05,,
AT3G41979,NA,NA,-1.021467672,0.018758018,NA,NA,NA,p,nm2,NA,NA,NA,NA,,
AT3G07350,,F21O3.6 protein [Source:UniProtKB/TrEMBL;Acc:Q9SRT1],-1.021439805,2.93441E-12,,,,p,nm2,-1.05783127778072,1.09779090852885e-05,NA,NA,,
AT5G06640,,Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:Q9FG06],-1.016373282,0.006852655,,,,p,nm2,0.466344070085423,0.0125162395450305,NA,NA,,
AT4G38840,,At4g38840 [Source:UniProtKB/TrEMBL;Acc:Q9T0J2],-1.015934062,0.001649461,,,,p,en6,-1.17639783283286,6.09181614388873e-07,NA,NA,,
AT1G07590,,"Pentatricopeptide repeat-containing protein At1g07590, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q940Q2]",-1.015802083,0.009078213,Q940Q2,,,p,en6,0.270332591597852,0.00134985747192256,NA,NA,,
AT3G02030,,Transferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSS3],-1.128430972,0.016624526,,,,p,em2,NA,NA,NA,NA,,
AT2G18700,ATTPS11,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]",-1.009703386,0.017798816,Q9ZV48,TPS11,UniProtKB Gene Name,r,nm6,-0.780419153508224,0.000119599991252673,NA,NA,,
AT1G78100,,AUF1 [Source:UniProtKB/TrEMBL;Acc:A0A178VZX8],-1.007005527,0.004415989,Q9C9S2,,,p,en6,NA,NA,NA,NA,,
AT5G42800,DFR,Dihydroflavonol reductase [Source:UniProtKB/TrEMBL;Acc:B1GV15],-1.127846209,0.003185238,P51102,DFRA,UniProtKB Gene Name,r,em2,2.16825573349402,3.15498421994893e-07,1.743,3e-04,,
AT1G17710,,Inorganic pyrophosphatase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZ62],-1.119623106,2.02386E-06,Q9FZ62,,,r,em2,NA,NA,0.773,0.043,,
AT4G08400,,Extensin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9STM8],-1.000410582,0.007630362,,,,p,nm2,NA,NA,NA,NA,,
ATCG00390,NA,NA,-0.996762153,0.015632578,NA,NA,NA,p,en6,NA,NA,NA,NA,,
AT2G45135,,RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IW24],-1.112105718,0.000557165,,,,r,em2,NA,NA,NA,NA,,
AT4G04610,APR1,"5'-adenylylsulfate reductase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92979]",-1.100538168,0.000178954,P92979,APR1,UniProtKB Gene Name,r+p,em2,NA,NA,NA,NA,,
AT3G24000,,"Pentatricopeptide repeat-containing protein At3g24000, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LIQ7]",-0.991850787,0.034627567,Q9LIQ7,PCMP-H87,UniProtKB Gene Name,p,en6,-0.524765372835041,0.000481115289558172,NA,NA,,
AT4G25434,ATNUDT10,nudix hydrolase homolog 10 [Source:TAIR;Acc:AT4G25434],-0.985255474,0.027040054,,ATNUDT10,TAIR Gene Name,p,em24,-0.348003728413195,0.0130833277478812,NA,NA,,
AT3G02030,,Transferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSS3],-1.094482452,0.000185786,,,,r+p,em2,NA,NA,NA,NA,,
AT4G32480,,AT4g32480/F8B4_180 [Source:UniProtKB/TrEMBL;Acc:Q9SUU4],-0.981732124,0.00016321,,,,p,nm2,NA,NA,0.749,0.028,,
AT5G20150,ATSPX1,SPX domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LBH4],-0.980266755,0.01889544,Q8LBH4,SPX1,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G24655,LSU4,Protein RESPONSE TO LOW SULFUR 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8L8S2],-0.977302209,0.010307118,Q8L8S2,LSU4,UniProtKB Gene Name,p,nm2,1.0862032479439,3.61707887711823e-05,0.935,0.00029,,
AT5G27660,,DEG14 [Source:UniProtKB/TrEMBL;Acc:A0A178UPC0],-1.075823964,8.32723E-06,Q3E6S8,,,r,em2,NA,NA,NA,NA,,
AT4G16540,,Heat shock protein HSP20/alpha crystallin family [Source:UniProtKB/TrEMBL;Acc:O23498],-1.072048754,0.016680359,,,,r,em2,-0.879711142867513,2.15933493432249e-05,NA,NA,,
AT5G14330,,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9LY96],-0.973225576,0.000590551,,,,p,nm2,NA,NA,NA,NA,,
AT1G20430,,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q94B54],-0.971928918,0.024339343,,,,p,en6,NA,NA,NA,NA,,
AT5G05500,,At5g05500 [Source:UniProtKB/TrEMBL;Acc:Q9FFG5],-0.969632133,0.002724583,,,,p,nm2,0.734624396344299,0.00196388891211194,NA,NA,,
AT5G44005,,At5g44005 [Source:UniProtKB/TrEMBL;Acc:Q84WM1],-0.969457538,0.006152288,,,,p,nm2,NA,NA,NA,NA,,
AT4G08410,,Extensin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9STM7],-0.967176922,0.002736129,,,,p,nm2,0.372282268640351,0.0151216404922433,NA,NA,,
AT1G08650,PPCK1,Phosphoenolpyruvate carboxylase kinase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SPK4],-1.064367036,0.00037666,,PPCK1,UniProtKB Gene Name,p,em2,-0.5904239494279,0.000292978856427085,NA,NA,,
AT1G14960,,"Major latex protein, putative [Source:UniProtKB/TrEMBL;Acc:Q93WB5]",-0.966200071,0.025224016,,,,p,nm2,-0.482795199382675,0.00627855989675827,NA,NA,,
AT1G67810,SUFE2,"SufE-like protein 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FXE3]",-0.965220593,0.03888552,Q9FXE3,SUFE2,UniProtKB Gene Name,p,nm2,2.13064837511367,1.03201652289999e-06,1.609,0.023,,
AT5G08210,NA,NA,-0.96388356,0.000394476,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT4G13390,,Extensin-like protein [Source:UniProtKB/TrEMBL;Acc:Q9T0L0],-0.963009398,0.006152288,,,,p,nm2,0.693878112238995,0.0132231625981183,NA,NA,,
AT5G24880,,Chromo domain cec-like protein [Source:UniProtKB/TrEMBL;Acc:Q3E966],-0.96274686,0.036916231,,,,p,nm2,0.485052599621505,0.00289327196600929,NA,NA,,
AT2G38390,,Peroxidase 23 [Source:UniProtKB/Swiss-Prot;Acc:O80912],-0.96199754,0.003495517,O80912,PER23,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT5G03830,,CDK inhibitor P21 binding protein [Source:UniProtKB/TrEMBL;Acc:F4KI15],-0.957377765,0.014259746,,,,p,em24,NA,NA,NA,NA,,
AT1G11630,,"Pentatricopeptide repeat-containing protein At1g11630, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SAB4]",-0.956785368,0.015632578,Q9SAB4,,,p,en6,NA,NA,NA,NA,,
AT1G12950,RSH2,Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A178WCP4],-0.956170164,0.046476339,Q9LPV4,DTX31,UniProtKB Gene Name,p,nm2,0.683602108154872,0.000833926705396336,NA,NA,,
AT5G23840,,MD-2-related lipid recognition domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9FF96],-0.953519747,0.035958593,,,,p,nm2,-0.41247778691235,0.00831810799169707,NA,NA,,
AT3G54580,,Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:F4JCZ1],-0.949944015,0.011434469,,,,p,nm2,NA,NA,NA,NA,,
AT3G04640,,At3g04640 [Source:UniProtKB/TrEMBL;Acc:Q9SR10],-0.947186867,0.00128554,,,,p,nm2,0.657547297843303,0.000163156993306725,NA,NA,,
AT4G33030,SQD1,"UDP-sulfoquinovose synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O48917]",-1.049079414,0.003376727,O48917,SQD1,UniProtKB Gene Name,r+p,em2,-0.443899075734478,0.00130019607224777,NA,NA,,
AT5G43790,,Pentatricopeptide repeat-containing protein At5g43790 [Source:UniProtKB/Swiss-Prot;Acc:Q9FG85],-0.943561961,0.037365757,Q9FG85,PCMP-E30,UniProtKB Gene Name,p,en6,-0.31942740467632,0.0378493897110744,NA,NA,,
AT5G57785,,At5g57785 [Source:UniProtKB/TrEMBL;Acc:Q8GY06],-0.940849235,0.048772967,,,,p,en6,-1.44517989995473,6.24244233108183e-08,NA,NA,,
AT4G34950,,Major facilitator superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SW40],-1.035365736,1.16649E-08,,,,r,em2,-0.858544717910008,2.2140743806019e-05,NA,NA,,
AT4G13494,NA,NA,-0.93542606,0.044663037,NA,NA,NA,p,em24,NA,NA,NA,NA,,
AT4G01915,,unknown protein; Ha. [Source:TAIR;Acc:AT4G01915],-0.935230288,0.000662396,,,,p,em24,NA,NA,NA,NA,,
AT1G62440,LRX2,Leucine-rich repeat extensin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O48809],-0.935091033,0.006152288,O48809,LRX2,UniProtKB Gene Name,p,nm2,NA,NA,NA,NA,,
AT2G01008,,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: maternal effect embryo arrest 38 (TAIR:AT3G43160.1). [Source:TAIR;Acc:AT2G01008],-1.025834002,0.027969748,,,,p,em2,NA,NA,NA,NA,,
AT1G08650,PPCK1,Phosphoenolpyruvate carboxylase kinase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SPK4],-0.932628879,0.006152288,,PPCK1,UniProtKB Gene Name,p,nm2,-0.5904239494279,0.000292978856427085,NA,NA,,
AT4G34950,,Major facilitator superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SW40],-0.92984319,0.033283795,,,,p,en2,-0.858544717910008,2.2140743806019e-05,NA,NA,,
AT1G27370,SPL10,Squamosa promoter-binding-like protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8S9L0],-0.928648384,0.024153233,,SPL10,UniProtKB Gene Name,p,en24,NA,NA,NA,NA,,
AT3G17225,,Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LUV0],-0.925871695,0.004307933,,,,p,em24,NA,NA,NA,NA,,
AT2G35150,EXL1,EXL7 [Source:UniProtKB/TrEMBL;Acc:A0A178VYH7],-0.922043897,0.005576877,O82176,EXL7,UniProtKB Gene Name,p,nm2,-0.497237122201561,0.00440433919747844,NA,NA,,
AT3G62680,PRP3,Proline-rich protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZJ7],-0.921587949,0.008579583,Q9LZJ7,PRP3,UniProtKB Gene Name,p,nm2,1.06556920111027,0.00130264674226228,NA,NA,,
AT1G16850,,At1g16880 [Source:UniProtKB/TrEMBL;Acc:Q9FE54],-0.921482634,0.008679739,,,,p,nm2,NA,NA,NA,NA,,
AT5G61440,ACHT5,"Thioredoxin-like 1-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9XFI1]",-0.921075952,0.031428737,Q9XFI1,ACHT5,TAIR Gene Name,r,nm6,-1.36836048290396,2.4745743140959e-07,NA,NA,,
AT5G23220,NIC3,Nicotinamidase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMX8],-0.917924837,0.041871791,Q9FMX8,NIC3,UniProtKB Gene Name,p,nm2,0.364517945842853,0.0176487804463743,NA,NA,,
AT4G36980,,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Splicing factor, suppressor of white apricot (InterPro:IPR019147). [Source:TAIR;Acc:AT4G36980]",-0.917672138,0.032861262,,,,p,en24,NA,NA,NA,NA,,
AT5G63130,,At5g63130 [Source:UniProtKB/TrEMBL;Acc:Q9FML0],-0.915188987,0.023544948,,,,p,nm2,1.14299518174271,1.25205766693223e-06,NA,NA,,
AT5G51440,,"23.5 kDa heat shock protein, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FGM9]",-0.913183707,0.043851845,Q9FGM9,HSP23.5,UniProtKB Gene Name,p,en6,2.43237011471049,4.51904562062393e-09,2.548,0.00015,,
AT4G21400,CRK28,Cysteine-rich receptor-like protein kinase 28 [Source:UniProtKB/Swiss-Prot;Acc:O65405],-0.912402281,0.00505158,,CRK28,UniProtKB Gene Name,p,em24,NA,NA,NA,NA,,
