Group.1,transcript,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT1G36730,AT1G36730.1,2041.01153631148,0.252156351500256,0.0543753989043952,4.6373241682991,3.52948635589829e-06,0.000692359833380391,AT1G36730,,Q9C8F1,840582,Probable eukaryotic translation initiation factor 5-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8F1],,
AT1G42970,AT1G42970.1,14382.3424112188,0.300360044819587,0.060613492310376,4.95533310111172,7.22064799136684e-07,0.000217472789049076,AT1G42970,GAPB,P25857,840895,"Glyceraldehyde-3-phosphate dehydrogenase GAPB, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P25857]",GAPB,UniProtKB Gene Name
AT1G44920,AT1G44920.1,836.314162488832,0.245076137941213,0.070555100346378,3.47354247585298,0.000513636056945431,0.025696453540171,AT1G44920,,,841058,T12C22.21 protein [Source:UniProtKB/TrEMBL;Acc:Q9LPD7],,
AT1G48030,"AT1G48030.1,AT1G48030.3,AT1G48030.4,AT1G48030.5,AT1G48030.2","4868.96041975463,5355.84036302633,5355.2861929984,4868.4062497267,4913.62399583339","0.289116263427147,0.274349860441962,0.274452236730124,0.289231232679708,0.289202122310416","0.0775922038931573,0.0729377052347195,0.0729061337916453,0.0775565424172377,0.0771103792269563","3.7260993878361,3.76142709122918,3.76446016894089,3.72929508801083,3.7504953964656","0.00019446575157637,0.00016894666937717,0.000166909269470228,0.000192016182123089,0.00017648554540489","0.0129717792276345,0.0119713309726642,0.0118776460329207,0.0128603756556205,0.0122496509702986",AT1G48030,mtLPD1,Q9M5K3,841221,"Dihydrolipoyl dehydrogenase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M5K3]",LPD1,UniProtKB Gene Name
AT1G48450,"AT1G48450.2,AT1G48450.1","1387.35099719272,1388.92265388111","0.214699176966778,0.213096347155414","0.0589996309685121,0.0589465727075554","3.63899186219253,3.61507611668321","0.000273707447585238,0.000300259388653269","0.0163222699292981,0.0175260488878506",AT1G48450,,,841266,"Alanine-tRNA ligase, putative (DUF760) [Source:UniProtKB/TrEMBL;Acc:Q9LP80]",,
AT1G48480,AT1G48480.1,642.743910888539,0.317284755568427,0.0976864761276889,3.24799059343378,0.0011622311286337,0.0435690635636259,AT1G48480,RKL1,Q9LP77,841269,Probable inactive receptor kinase At1g48480 [Source:UniProtKB/Swiss-Prot;Acc:Q9LP77],RKL1,UniProtKB Gene Name
AT1G49050,"AT1G49050.1,AT1G49050.2","94.1138814495986,94.0898823699754","-0.564917524979393,-0.564312008383417","0.171527820060322,0.171490523006271","-3.29344548762251,-3.29063086688924","0.000989675304072678,0.000999629926563142","0.039662834061203,0.0397412873604443",AT1G49050,,",Q9M9A8",841328,Aspartyl protease APCB1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9A8],APCB1,UniProtKB Gene Name
AT1G51080,AT1G51080.1,89.178364265102,0.517936297936122,0.141061036286591,3.67171765904116,0.000240925764761356,0.014934892989375,AT1G51080,,,841530,At1g51080 [Source:UniProtKB/TrEMBL;Acc:Q9C683],,
AT1G51800,AT1G51800.1,207.030280885335,-0.505404520426217,0.147239301230341,-3.43253816204657,0.000597959722524867,0.0286170923428028,AT1G51800,,Q9C8I6,841606,LRR receptor-like serine/threonine-protein kinase IOS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8I6],IOS1,UniProtKB Gene Name
AT1G52100,AT1G52100.4,298.716845850374,0.433980938586802,0.136201059606324,3.18632571465437,0.00144092274984558,0.0498779606373317,AT1G52100,,",Q5XF82",841640,Mannose-binding lectin superfamily protein [Source:TAIR;Acc:AT1G52100],,
AT1G52200,"AT1G52200.1,AT1G52200.2","912.605363533144,916.34366941731","-0.522997681926951,-0.524039086916227","0.106182436369569,0.105193676743776","-4.92546319154563,-4.98165957439293","8.41607529425787e-07,6.30412671017826e-07","0.000238293505695245,0.00019871081452204",AT1G52200,,",Q9M815",841650,Protein PLANT CADMIUM RESISTANCE 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9M815],PCR8,UniProtKB Gene Name
AT1G52890,AT1G52890.1,78.1857110775999,-0.651269994051771,0.194898017423623,-3.34159373533387,0.000832988851116121,0.036048227247793,AT1G52890,ANAC019,Q9C932,841722,NAC domain-containing protein 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9C932],NAC019,UniProtKB Gene Name
AT1G54385,"AT1G54385.1,AT1G54385.2,AT1G54385.3","53.6872805007971,59.2940020054496","0.656219340280676,0.634533144258765","0.178305279856393,0.177201451479502","3.68031356563975,3.58085748711919","0.00023294732261762,0.000342468422938696","0.0145006060928801,0.0193764344720362",AT1G54385,,Q5XVI1,841880,Protein SINE1 [Source:UniProtKB/Swiss-Prot;Acc:Q5XVI1],SINE1,UniProtKB Gene Name
AT1G55450,"AT1G55450.1,AT1G55450.2,AT1G55450.1,AT1G55450.2","493.446975783186,491.333849992512,120.103294089733","-0.363260379069804,-0.364809488869257,-0.591934488418665","0.0967967388483617,0.0966707599930809,0.171992280330438","-3.75281629723987,-3.77373146642653,-3.44163405055981","0.000174858995027447,0.000160823866679885,0.000578211899629924","0.0122102357253709,0.0115581616242227,0.0282169299693379",AT1G55450,,,841992,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4I0B5],,
AT1G56240,AT1G56240.1,26.7605936861435,-0.97409158525593,0.285106864071879,-3.41658412338452,0.000634120686307127,0.0296822237105488,AT1G56240,AtPP2-B13,Q9C7J9,842077,F-box protein PP2-B13 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7J9],PP2B13,UniProtKB Gene Name
AT1G56250,AT1G56250.1,32.8150319663233,-1.47347315612561,0.42997214430988,-3.42690375556905,0.000610505410886373,0.0289667236671021,AT1G56250,AtPP2-B14,Q9C7K0,842078,F-box protein VBF [Source:UniProtKB/Swiss-Prot;Acc:Q9C7K0],VBF,UniProtKB Gene Name
AT1G58070,AT1G58070.1,136.332800426424,0.505432996624658,0.149482069200901,3.38122825919252,0.000721625698891874,0.0322106488979925,AT1G58070,,,842174,At1g58070 [Source:UniProtKB/TrEMBL;Acc:Q9C6F8],,
AT1G58190,"AT1G58190.1,AT1G58190.2",57.9966154739468,-0.623711918520834,0.148076417811423,-4.2120948611489,2.53013241586652e-05,0.00293544584606584,AT1G58190,"RLP9,AtRLP9",",A0A1P8ATR9,F4I9S3",842186,,AtRLP9,TAIR Gene Name
AT1G61190,"AT1G61190.2,AT1G61190.3","705.219037039293,704.93538712484","0.203952866757724,0.204265637696439","0.0638097675184807,0.0638209922499441","3.19626406253016,3.20060266215334","0.00139219634935054,0.00137140504566195","0.0487792227362925,0.0482207361397434",AT1G61190,,",O22727",842412,Probable disease resistance protein At1g61190 [Source:UniProtKB/Swiss-Prot;Acc:O22727],,
AT1G61340,"AT1G61340.1,AT1G61340.2","80.8831949247768,80.7883077709767","-0.780097360059451,-0.78349140287496","0.169267571033569,0.169162929514132","-4.60866399450336,-4.63157859186581","4.052646523954e-06,3.62888195301731e-06","0.000759985920784506,0.00069807982705237",AT1G61340,,Q8GX77,842428,F-box protein At1g61340 [Source:UniProtKB/Swiss-Prot;Acc:Q8GX77],,
AT1G61560,AT1G61560.10,23.1770501562384,-0.750911833250209,0.230164057004824,-3.26250693971071,0.00110431468979655,0.0423775432505324,AT1G61560,MLO6,",Q94KB7",842450,MLO-like protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q94KB7],MLO6,UniProtKB Gene Name
AT1G62300,AT1G62300.1,520.298988513619,-0.614100411368226,0.112528455924656,-5.4572899478813,4.83456546547553e-08,3.20338307742409e-05,AT1G62300,WRKY6,Q9C519,842527,Uncharacterized protein At1g62300 (Fragment) [Source:UniProtKB/TrEMBL;Acc:C0SV11],WRKY6,UniProtKB Gene Name
AT1G62750,AT1G62750.1,4111.27051167551,0.207859572378477,0.0578651350426581,3.59213837875333,0.000327975602207483,0.0187341925881619,AT1G62750,ATSCO1,Q9SI75,842573,"Elongation factor G, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SI75]",CPEFG,UniProtKB Gene Name
AT1G63090,AT1G63090.1,561.241850518188,0.353947096967358,0.11054231505012,3.20191500247555,0.00136517273234348,0.0480600062046766,AT1G63090,AtPP2-A11,Q9CAN4,842612,F-box protein PP2-A11 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAN4],PP2A11,UniProtKB Gene Name
AT1G64065,AT1G64065.1,47.8322710014909,-0.835790002828206,0.202226291993882,-4.13294430999847,3.58145527491975e-05,0.00375843520347867,AT1G64065,,Q6DST1,2745848,Late embryogenesis abundant protein At1g64065 [Source:UniProtKB/Swiss-Prot;Acc:Q6DST1],,
AT1G64680,"AT1G64680.1,AT1G64680.2","1128.75101635838,1127.97791913568","0.176369560819535,0.176325022637419","0.0535224939228142,0.0534950298377256","3.29524182998424,3.29610102419406","0.00098337014779016,0.000980367546956286","0.039623172563053,0.0396010557680335",AT1G64680,,,842776,At1g64680 [Source:UniProtKB/TrEMBL;Acc:Q9SGU7],,
AT1G66070,"AT1G66070.2,AT1G66070.1",67.4366282470907,-0.579760045899265,0.151757248728828,-3.82031204937845,0.000133282939066517,0.0103554339544589,AT1G66070,,,842921,Eukaryotic translation initiation factor 3 subunit J [Source:UniProtKB/TrEMBL;Acc:A0A178WCY1],,
AT1G66150,AT1G66150.1,794.531826502845,0.280148644749607,0.0698061035921794,4.01323996517968,5.98909732100609e-05,0.00565116819052021,AT1G66150,TMK1,P43298,842930,Receptor protein kinase TMK1 [Source:UniProtKB/Swiss-Prot;Acc:P43298],TMK1,UniProtKB Gene Name
AT1G66160,"AT1G66160.2,AT1G66160.1",385.984814511092,-0.430330572055207,0.0821606247414195,-5.23767404896893,1.62612923798712e-07,7.26685834976191e-05,AT1G66160,ATCMPG1,"Q9C8D1,",842931,U-box domain-containing protein 20 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8D1],PUB20,UniProtKB Gene Name
AT1G68560,AT1G68560.1,1366.46035733757,0.243212161273676,0.0655139930855007,3.71236967583805,0.000205327792294075,0.0134851515040362,AT1G68560,ATXYL1,Q9S7Y7,843185,Alpha-xylosidase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7Y7],XYL1,UniProtKB Gene Name
AT1G68670,AT1G68670.1,670.795705596178,-0.33647071499509,0.0680373202245311,-4.94538459017341,7.59936822666114e-07,0.000222147414131721,AT1G68670,,Q8VZS3,843197,Transcription factor HHO2 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZS3],HHO2,UniProtKB Gene Name
AT1G68840,"AT1G68840.1,AT1G68840.2","1321.71270345054,559.325420970099","-0.706773092861349,-0.725471079101094","0.0802004220903519,0.0919805397466414","-8.81258570017393,-7.88722354858311","1.22291829303023e-18,3.08983631834532e-15","1.21545849144275e-14,1.15162061880128e-11",AT1G68840,RAV2,P82280,843216,TEM2 [Source:UniProtKB/TrEMBL;Acc:A0A178WNP0],RAV2,UniProtKB Gene Name
AT1G69490,AT1G69490.1,103.709679715315,-0.843152477144226,0.171070762422742,-4.92867667860546,8.27884480716728e-07,0.000237356072707026,AT1G69490,NAP,O49255,843282,NAP [Source:UniProtKB/TrEMBL;Acc:A0A178W8K0],NAC029,UniProtKB Gene Name
AT1G69890,AT1G69890.1,596.159695071622,-0.462463344936265,0.0831822037731068,-5.55964285579293,2.70327251704381e-08,1.87449945676035e-05,AT1G69890,,,843325,Actin cross-linking protein (DUF569) [Source:UniProtKB/TrEMBL;Acc:Q9CAS2],,
AT1G70300,AT1G70300.1,404.236868483659,-0.253525353695242,0.0762356526786938,-3.32554841189281,0.000882447739390749,0.0370069539316652,AT1G70300,KUP6,Q8W4I4,843366,Potassium transporter 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8W4I4],POT6,UniProtKB Gene Name
AT1G70520,AT1G70520.1,221.915117371433,-0.396964206846928,0.103581979142012,-3.83236746521986,0.000126915976227542,0.00993242431279951,AT1G70520,CRK2,Q9CAL3,843389,Cysteine-rich receptor-like protein kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAL3],CRK2,UniProtKB Gene Name
AT1G70890,AT1G70890.1,449.109994435776,0.399002181860655,0.0975780118181759,4.08905832806006,4.33127939819584e-05,0.00436102665568559,AT1G70890,MLP43,Q9SSK5,843427,MLP-like protein 43 [Source:UniProtKB/Swiss-Prot;Acc:Q9SSK5],MLP43,UniProtKB Gene Name
AT1G71790,AT1G71790.1,225.499822547822,0.388674428615029,0.113900925386,3.41239043754777,0.000643958072693057,0.0299079405817584,AT1G71790,,Q9M9G7,843509,Probable F-actin-capping protein subunit beta [Source:UniProtKB/Swiss-Prot;Acc:Q9M9G7],,
AT1G72300,AT1G72300.1,68.4384482253898,0.498121744994095,0.15484735225852,3.21685671552507,0.00129603307519881,0.0464468968788497,AT1G72300,,Q9C7S5,843562,Leucine-rich repeat receptor-like protein kinase (Fragment) [Source:UniProtKB/TrEMBL;Acc:C0LGI8],PSY1R,UniProtKB Gene Name
AT1G72330,"AT1G72330.1,AT1G72330.3,AT1G72330.2","110.759436194148,110.545520872026,110.468759332537","-0.420370917735854,-0.412942986359491,-0.419512677166102","0.123619930228208,0.125650907944654,0.125348275686306","-3.40051088008082,-3.28643058067978,-3.34677660996285","0.000672600591783679,0.0010146577991359,0.000817570661753424","0.0307119936373874,0.0400423008934172,0.0356918073521257",AT1G72330,ALAAT2,"Q9LDV4,",843565,alanine aminotransferase 2 [Source:TAIR;Acc:AT1G72330],ALAAT2,TAIR Gene Name
AT1G72430,AT1G72430.1,1827.07928875951,0.538076068061653,0.0845094328065672,6.36705335951372,1.92694153763084e-10,1.85340696217867e-07,AT1G72430,,Q9C9E1,843575,Auxin-responsive protein SAUR78 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9E1],SAUR78,UniProtKB Gene Name
AT1G72510,"AT1G72510.2,AT1G72510.1","772.317202582467,776.485259568133","0.256985583193825,0.259768996827719","0.0756489026614949,0.0756948441961689","3.3970827619768,3.43179247657222","0.00068108364666844,0.000599606192196419","0.0310043833476532,0.0286170923428028",AT1G72510,,,843583,At1g72510 [Source:UniProtKB/TrEMBL;Acc:Q9C9E9],,
AT1G72520,AT1G72520.1,29.7495171296645,-0.734031927252992,0.205017873106643,-3.58033139321066,0.000343158715507389,0.0193787185990224,AT1G72520,LOX4,Q9FNX8,843584,"Lipoxygenase 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FNX8]",LOX4,UniProtKB Gene Name
AT1G72940,AT1G72940.1,118.265604656294,-0.368687812566669,0.105422190732381,-3.49725053146165,0.000470080143346186,0.0240418175542937,AT1G72940,,,843625,At1g72940/F3N23_14 [Source:UniProtKB/TrEMBL;Acc:Q9SSN2],,
AT1G73500,AT1G73500.1,295.001231186,-0.460806753516289,0.130995282719119,-3.51773547834049,0.000435245992094549,0.0228335336660081,AT1G73500,ATMKK9,Q9FX43,843685,Mitogen-activated protein kinase kinase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX43],MKK9,UniProtKB Gene Name
AT1G74070,"AT1G74070.1,AT1G74070.2",244.35761940654,0.400003788158885,0.109682789996293,3.64691478191249,0.000265407897078493,0.0160520634222909,AT1G74070,,"F4HTT6,",843747,"Peptidyl-prolyl cis-trans isomerase CYP26-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4HTT6]",CYP26-2,UniProtKB Gene Name
AT1G74430,AT1G74430.2,26.7604126437088,0.789065346419997,0.227901644060992,3.46230651240421,0.000535566843656715,0.0263982380835898,AT1G74430,MYB95,,843784,At1g74430 [Source:UniProtKB/TrEMBL;Acc:Q9SG63],MYB95,TAIR Gene Name
AT1G74470,AT1G74470.1,8011.27357025602,0.257436945462066,0.0669012369174297,3.84801473521031,0.000119078892598069,0.00944301952286332,AT1G74470,,Q9CA67,843788,"Geranylgeranyl diphosphate reductase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9CA67]",CHLP,UniProtKB Gene Name
AT1G74730,AT1G74730.1,4244.72966704769,0.270831589635053,0.0704619787160966,3.84365574980913,0.000121215009848337,0.00953632704128725,AT1G74730,,,843812,"Transmembrane protein, putative (DUF1118) [Source:UniProtKB/TrEMBL;Acc:Q94F10]",,
AT1G75020,AT1G75020.2,143.731744622364,-0.413994181743696,0.119043824321296,-3.47766197956088,0.000505807336849703,0.0253899955603495,AT1G75020,LPAT4,Q8L4Y2,843840,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8L4Y2],LPAT4,UniProtKB Gene Name
AT1G75500,AT1G75500.1,362.429050810469,0.288789630673814,0.0853366236022294,3.38412299999024,0.000714060066506421,0.0320170131699037,AT1G75500,WAT1,Q94AP3,843886,Protein WALLS ARE THIN 1 [Source:UniProtKB/Swiss-Prot;Acc:Q94AP3],WAT1,UniProtKB Gene Name
AT1G75580,AT1G75580.1,152.545770051493,0.494495534880286,0.143988224993546,3.43427759389665,0.000594135408944363,0.0285324713499657,AT1G75580,,,843893,At1g75580 [Source:UniProtKB/TrEMBL;Acc:Q9LR00],,
AT1G76240,AT1G76240.1,81.9777776363063,0.600189674621516,0.142391842061406,4.21505660670282,2.49715546654927e-05,0.00290850330258202,AT1G76240,,,843957,At1g76240 [Source:UniProtKB/TrEMBL;Acc:Q501A3],,
AT1G76560,AT1G76560.1,133.813791404136,-0.36823569254354,0.113731737164474,-3.2377566871331,0.00120473508168451,0.0446230881125305,AT1G76560,CP12-3,Q9C9K2,843989,CP12-3 [Source:UniProtKB/TrEMBL;Acc:A0A178WDK7],CP12-3,UniProtKB Gene Name
AT1G76600,AT1G76600.1,1623.81986540336,-0.376804486047029,0.105018657104524,-3.58797661706909,0.000333254168647348,0.0189269324696342,AT1G76600,,,843993,Poly polymerase [Source:UniProtKB/TrEMBL;Acc:Q9C9J8],,
AT1G76650,"AT1G76650.2,AT1G76650.1,AT1G76650.3","506.248692678321,506.587104468368,507.394779482312","-0.556777111202689,-0.556269842005753,-0.561297811988074","0.124184679565502,0.124133255013351,0.12396275687985","-4.48346054562241,-4.4812314149494,-4.52795521909945","7.3442186742349e-06,7.42135868492026e-06,5.95571986802159e-06","0.00109746981743337,0.000937942040430114",AT1G76650,CML38,"Q9SRE6,",843998,CML38 [Source:UniProtKB/TrEMBL;Acc:A0A178WMC5],CML38,UniProtKB Gene Name
AT1G78080,AT1G78080.1,1822.93615842721,-0.222456590996974,0.0619222984633416,-3.59251184980915,0.000327505756368242,0.0187341925881619,AT1G78080,RAP2.4,Q8H1E4,844143,Ethylene-responsive transcription factor RAP2-4 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1E4],RAP2-4,UniProtKB Gene Name
AT1G78100,AT1G78100.1,338.305151216956,0.667578820470418,0.104709139098441,6.37555447612649,1.82302173087955e-10,1.81190129832118e-07,AT1G78100,,Q9C9S2,844146,AUF1 [Source:UniProtKB/TrEMBL;Acc:A0A178VZX8],,
AT1G80440,AT1G80440.1,2230.09280438122,-0.562063826996367,0.0887023156008133,-6.33651808511765,2.35015607252886e-10,2.18983136295604e-07,AT1G80440,,Q9M8L2,844383,F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2],,
AT1G80450,AT1G80450.1,104.049085800271,-0.841906085020168,0.14110708118077,-5.96643398740293,2.42494778150513e-09,2.00846300003163e-06,AT1G80450,,Q9M8L3,844384,VQ motif-containing protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L3],VQ11,UniProtKB Gene Name
AT1G80820,"AT1G80820.1,AT1G80820.2","25.5839462991616,26.1232422816673","-1.22860413740756,-1.21339399670737","0.306492791052267,0.308000279219266","-4.00859065294636,-3.93958732694378","6.10821908474886e-05,8.16218880224685e-05","0.00572731976257725,0.00721674548011931",AT1G80820,CCR2,",Q9SAH9",844421,Cinnamoyl-CoA reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH9],CCR2,UniProtKB Gene Name
AT1G80840,AT1G80840.1,98.9180139000662,-0.560615603690542,0.153782559192762,-3.64550835044842,0.000266863748889955,0.0161074421065826,AT1G80840,WRKY40,Q9SAH7,844423,Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7],WRKY40,UniProtKB Gene Name
AT2G01300,AT2G01300.1,59.5164766940626,-0.610836812430712,0.17405046749752,-3.50953847589875,0.000448885107775864,0.02323681815721,AT2G01300,,,814658,Mediator of RNA polymerase II transcription subunit [Source:UniProtKB/TrEMBL;Acc:Q9ZU37],,
AT2G01590,"AT2G01590.1,AT2G01590.2","365.89487525876,362.136448172734","0.3351670127519,0.336764864495859","0.090465914185921,0.0919104873602638","3.7048983118999,3.66405264696109","0.000211475554283108,0.000248255722517023","0.0136780186595649,0.0151685263899386",AT2G01590,CRR3,"Q9ZVE7,",814688,CRR3 [Source:UniProtKB/TrEMBL;Acc:A0A178VVT4],CRR3,UniProtKB Gene Name
AT2G02220,AT2G02220.1,343.50891279873,-0.352195057991513,0.0855625100893856,-4.11623101780887,3.85118302343093e-05,0.00398384958133,AT2G02220,ATPSKR1,Q9ZVR7,814753,Phytosulfokine receptor 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVR7],PSKR1,UniProtKB Gene Name
AT2G03760,AT2G03760.1,902.770867634743,-0.745433829308132,0.118917504203367,-6.26849541034199,3.64553366212538e-10,3.29390536980583e-07,AT2G03760,ST,P52839,814903,Cytosolic sulfotransferase 12 [Source:UniProtKB/Swiss-Prot;Acc:P52839],SOT12,UniProtKB Gene Name
AT2G04039,"AT2G04039.2,AT2G04039.1,AT2G04039.3","53.0198043117467,47.3301924745839","0.609163918368277,0.566595910483893","0.170517231269126,0.168632151377784","3.57244786250863,3.35995185885139","0.000353659909200382,0.000779560552174774","0.0198215742718567,0.0342834173808189",AT2G04039,,,814937,unknown protein; FUNCTIONS IN: molecular_function unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2996 (InterPro:IPR021374); Has 159  /.../hits to 159 proteins in 52 species: Archae - 0; Bacteria - 76; Metazoa - 0; Fungi - 0; Plants - 38; Viruses - 0; Other Eukaryotes - 45 (source: NCBI BLink). [Source:TAIR;Acc:AT2G04039],,
AT2G05920,AT2G05920.1,1424.35479259344,0.204853769150023,0.0642760812941801,3.18709176143524,0.00143711173384597,0.0498779606373317,AT2G05920,,Q9ZUF6,815145,Subtilisin-like protease SBT1.8 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUF6],SBT1.8,UniProtKB Gene Name
