Affy_identifier,T0 no addition,30min no addition,3hrs no addition,30 min 3mM KCl,3 hrs 3mM KCl,30 min 3mM KNO3 (A),30min 3mM KNO3 (B),3hrs 3mM KNO3 (A),3hrs 3mM KNO3 (B),Full nutrition (A),Full nutrition (B),Full nutrition (C ),Gene product
245099_at,200.2,207.8,252,230.9,232.7,266.7,156.1,179.9,130,129.6,106.1,102.6,unknown protein  ; supported by cDNA: gi_3790582_gb_AF079180.1_AF079180
245100_at,71.8,72.6,91.1,67.1,72.5,64.5,60.3,67.7,70.2,42.1,36.5,46," ubiquitin-specific protease 5 (UBP5), putative similar to GI:6648604; supported by cDNA: gi_6648603_gb_AF048705.1_AF048705  "
245101_at,677,627.9,583.6,583.1,598,465.8,577.6,463.7,571.7,466,527.6,470.6,putative cytochrome P450  ; supported by cDNA: gi_15810181_gb_AY056105.1_
245102_at,5.2,4.1,4.3,4.3,3.5,6.3,7,3.9,6.4,2.9,0.5,0.7,putative non-LTR retroelement reverse transcriptase
245103_at,3.7,3.8,5.3,6.2,4.7,7.7,1.1,6.4,2.5,4.4,1.6,1.6,putative Ta11-like non-LTR retroelement protein similar to GB:AAA75253; some members of this protein family have a weak CCHC zinc fingers that is mostly from retroviral gag proteins (nucleocapsid)
245104_at,89.6,72.1,81.7,94.1,99.1,106,99.5,135.5,108.4,118.8,166.1,115.7,hypothetical protein predicted by genefinder
245105_at,25.3,20.1,27.9,23,25.5,31,29.5,23.7,22.3,20.1,7.2,18,hypothetical protein predicted by genscan
245106_at,157.1,165.2,161.3,140.3,149.6,151.8,142.4,198.7,202.9,104.8,129.7,134.2,unknown protein
245107_at,29,17.2,16.2,21.2,19.9,21.4,27.3,14.9,15.3,11,3.2,1.2,putative heat shock transcription factor
245108_at,18.3,19.4,17,16.3,16.4,13,16.3,14.5,14.5,9.7,10,16.2,putative cytokinin oxidase
245109_at,58.8,59,65.6,46,53.9,44.1,52.3,54.5,64.4,45.1,32.8,26.5,hypothetical protein predicted by genefinder; similar to EGAD|88596|96521
245110_at,33.2,26.7,27,29.3,25,27,37.7,28.2,28.8,20,13.7,21.8,hypothetical protein predicted by genefinder
245111_at,1.1,4.4,1.1,1.8,1.3,1.7,1,1.7,5.3,3.6,1.2,3.1,putative Ta11-like non-LTR retroelement protein similar to GB:AAA75253; some members of this protein family have a weak CCHC zinc fingers that is mostly from retroviral gag proteins (nucleocapsid)
245112_at,252.6,174,208.6,180.1,202.4,183.9,218.6,138.2,224.2,71.1,106.1,117.6,glycerol-3-phosphate dehydrogenase  ;supported by full-length cDNA: Ceres:105456.
245113_at,100.2,94.1,78.9,74.4,95.2,103.3,111.7,128.1,210.9,67.7,58.1,50,hypothetical protein predicted by genefinder;supported by full-length cDNA: Ceres:35456.
245114_at,173.9,164.8,189.7,223.6,204.4,189.3,204.1,184.8,188.4,168.1,206.5,235.4,transcription factor IIB (TFIIB) identical to GB:P48512; contains a transcription factor TFIIB repeat signature (PDOC00624);supported by full-length cDNA: Ceres:2657.
245115_at,314.2,308.2,343.4,331.1,304.2,302.8,334.8,364.7,294.7,489.1,538.6,597.7,putative esterase D  ;supported by full-length cDNA: Ceres:37276.
245116_at,175.7,147.2,166.6,146.9,158.8,157,139.9,139.6,146.3,127.7,147.6,157.5,unknown protein  ; supported by cDNA: gi_14334431_gb_AY034907.1_
245117_at,42.2,32.7,28.9,40.3,31.5,159.4,147.9,404.2,588.6,228.5,111.2,141,putative Ca2+-ATPase  ; supported by cDNA: gi_11493642_gb_AF200739.1_AF200739
245118_at,104.7,110.5,119.8,123.9,112.9,146.3,133.4,151,168.5,206.5,189.2,235.7," putative thioredoxin reductase The last 2 exons encode thioredoxin. There is an EST match to exons 5-7, and the distance between exon 7 and exon 8 is only 90bp. It is unlikely this is two separate genes, but more likely a hybrid protein.; supported by cDNA: gi_15912232_gb_AY056394.1_  "
245119_at,66.7,51.3,41.6,49.2,47,58.3,61.1,47.1,39,22,32.5,26.3,unknown protein  ; supported by cDNA: gi_16930450_gb_AF419579.1_AF419579
245120_at,63.8,49.4,52.8,51.1,57.5,70.5,65.7,80,74.8,62.6,63.1,61.1,hypothetical protein predicted by genscan
245121_at,903.7,992.8,955,970.2,938.5,971.3,1006,1277.8,1562.5,1230.1,1414.6,1319.6,60S ribosomal protein L7A  ;supported by full-length cDNA: Ceres:6394.
245122_at,115.3,129,123.6,130.7,125.1,171.6,107.5,232.9,247.3,258.6,172.2,135.6,putative dimethyladenosine transferase  ; supported by cDNA: gi_14532649_gb_AY039949.1_
245123_at,40.3,42.4,40.4,37.5,39.3,26.2,35.6,77.1,95.1,231.8,174.1,293.2,unknown protein  ; supported by cDNA: gi_15215824_gb_AY050442.1_
245124_at,148.9,171.5,139.7,165.7,153.2,141,152.4,191.4,158.5,168.4,220.5,205.4,small nuclear ribonucleoprotein U1A identical to GB:Z49991; supported by cDNA: gi_15450590_gb_AY052663.1_
245125_at,5.7,7.4,4.4,5.7,2.3,1.6,3.3,8.8,1.2,6.4,1.1,1.5,putative histidine kinase identical to GB:D87545; supported by cDNA: gi_1679802_dbj_D87545.1_D87545
245126_at,61.9,52.5,51.5,41.4,59,28,38.8,39.2,25.6,36.8,36.3,35.2,putative MYB family transcription factor  ; supported by cDNA: gi_3941419_gb_AF062864.1_AF062864
245127_at,159.5,146.9,157,174.5,180.4,141.1,169.6,136.9,103.4,285.4,191.9,202.9,putative Na+/Ca2+ antiporter  ; supported by cDNA: gi_6492236_gb_AF109178.1_AF109178
245128_at,3.2,1.7,1.6,2.5,2.8,5.5,2.8,2.7,3,4.5,3,0.5,unknown protein similar to gi2344899|AC002388
245129_at,0.3,0.6,3,1.3,0.4,1,4.1,1.2,0.7,5.7,1.1,1.2,hypothetical protein predicted by genefinder and genscan; similar to gi2344896|AC002388 and gi2245038|gnl|PID|e327517|Z97342
245130_at,70.3,58.5,56.1,55.6,52.3,26.9,29.8,32.7,26.3,46.3,71.5,88.8,putative receptor-like protein kinase
245131_s_at,224.2,220.5,233.1,222.7,232.7,197,247.5,167.6,177.4,174.6,197.2,187.6,unknown protein
245132_at,70.5,59.4,61.8,62.1,51.6,63.6,60.6,57.7,39.4,62.3,71.5,74.8,hypothetical protein predicted by genefinder
245133_at,51.3,53.5,47.7,70.6,52.4,74.7,63.2,52.1,48.7,42.3,40.3,52.7,putative nucleotide sugar epimerase
245134_s_at,52.8,76,54.2,57.6,59.8,48.4,41.7,59.9,42.8,67.9,81.2,101.5,unknown protein
245135_at,1.2,0.4,1,1.7,0.8,4,0.6,0.9,0.3,1.5,0.6,0.8,putative non-LTR retroelement reverse transcriptase
245136_at,134.4,196,203.5,192,197.1,67.9,76.8,105.8,69.6,136.7,102.3,80.2,putative auxin-regulated protein
245137_at,26,26,35,33.6,31.3,22.8,26,29.7,33.7,24.1,17.6,24.5,unknown protein
245138_at,20.1,13,14,12,8.8,12.6,20.9,16.2,21.8,20.5,40.4,57.2,unknown protein predicted by genscan; supported by cDNA: gi_3822215_gb_AF074948.1_AF074948
245139_at,139.2,131.9,102.6,85.3,128,122.3,124.9,153.7,233.4,65.7,52.3,71.8,putative AT-hook DNA-binding protein highly similar to hypothetical protein gi2245139:gnl:PID:e327087:Z97344
245140_at,12.9,8.5,11.6,12.8,14.6,13,13.3,9.7,11.2,1.1,0.7,5.7,unknown protein predicted by genefinder and genscan; similar to gi2347197|AC002338
245141_at,281.2,266.5,292.6,442.6,354.1,339,239.4,175.1,147.5,105.5,110.9,169.2,putative flavonol reductase
245142_at,15.7,16,27.8,19.2,21,17.7,15.4,19.8,31.7,22.4,59.2,49.3,putative O-sialoglycoprotein endopeptidase  ;supported by full-length cDNA: Ceres:112264.
245143_at,25.9,12.3,22.3,23.4,24.9,11.4,15.1,18,14.4,26,30.8,38.8,unknown protein  ;supported by full-length cDNA: Ceres:23203.
245144_at,217.5,287,258.9,266.1,249.3,243,276.7,398.4,361.8,244.9,236.9,199.4,putative methionine aminopeptidase  ;supported by full-length cDNA: Ceres:37621.
245145_at,143.2,167.1,142.1,169.9,170.3,191.2,142.3,288.5,321.5,210.1,147,154.8,putative dihydrodipicolinate synthase  ;supported by full-length cDNA: Ceres:26817.
245146_at,109.3,127.3,129.7,118.9,121.8,112.5,123.3,156.1,92.7,130.6,99.8,160.7,putative cis-Golgi SNARE protein  ; supported by cDNA: gi_13898894_gb_AF357529.1_AF357529
245147_at,22,20.3,29.2,25.6,28.1,27.4,32.2,40.5,51.5,16.9,15.4,17.5,putative RAD51C-like DNA repair protein  ; supported by cDNA: gi_15425730_dbj_AB062456.1_AB062456
245148_at,274.7,157.6,108.6,105.4,137.9,135.8,222.4,134.1,212.9,77.8,330.1,94.6,putative pectinesterase  ; supported by cDNA: gi_13605695_gb_AF361829.1_AF361829
245149_at,31.7,30.3,29.3,39.8,38.3,32.1,27.3,38,34.6,26.9,34.1,21.4,putative SWI/SNF family transcription activator
245150_at,59.8,76.3,77.7,73.9,65.2,75.4,59.2,73.1,76.9,250.3,210.2,279.7,photolyase/blue-light receptor (PHR2)  ;supported by full-length cDNA: Ceres:34800.
245151_at,58.4,80.7,60.5,98.8,57,86,52.8,106.7,45.4,107.1,133.2,63.8,putative pectinesterase  ;supported by full-length cDNA: Ceres:111254.
245152_at,144,112.3,109.8,106.3,106.4,101.9,120.9,105.5,163.3,104.4,109,105.9,putative mitochondrial carrier protein similar to SP:P40556:YIA6_YEAST and SP:P39953:YEA6_YEAST;supported by full-length cDNA: Ceres:120306.
245153_at,0.9,2.2,0.3,2.7,0.4,2.3,1.6,0.5,1.3,1.5,0.3,0.1," putative protein similarity to predicted proteins, Arabidopsis thaliana "
245154_at,12.7,4.9,7.9,12.9,9,13,11,15.7,11.1,7.9,2.6,11.1,putative protein similarity to predicted proteins
245155_at,600.1,553.7,557.4,472.6,488.1,863.1,1003.7,551.6,1064.8,379.5,369.5,459.5," putative protein similarity to predicted proteins, Arabidopsis thaliana "
245156_at,182.9,191.1,153.5,125.1,141.2,154.6,152,103.1,89.4,153.6,116.8,63.5," calcium-dependent protein kinase-like protein strong similarity to calcium-dependent protein kinase 19, Arabidopsis thaliana, PIR:S71778~Contains EF-hand calcium-binding domain AA409-421;EF-hand calcium-binding domain AA445-457;EF-hand calcium-binding domain AA482-494;Protein kinases signatures and p "
245157_at,0.7,2.3,0.2,0.5,0.2,0.3,0.5,1.4,0.9,1.5,0.3,0.2,putative polygalacturonase
245158_at,12.2,9.9,7.8,11,11.1,10.2,11.6,17.2,12.1,11.1,4,5.8,hypothetical protein predicted by genefinder
245159_at,11.1,1.7,4.4,9.9,2.4,6.2,7.7,5.1,8.6,5.6,1.2,1.5,putative cellulose synthase
245160_at,13,12.9,20.7,10.3,14.5,14.3,10.9,3.5,1.3,0.7,0.6,0.3,putative leucine-rich repeat disease resistance protein
245161_at,39.2,32.3,37,28.4,39.8,32.1,35.1,38.5,35.1,30,22.3,27.9,putative myrosinase binding protein
245162_at,20.2,14.9,17.3,21,17.8,19.5,15.5,10.4,9.6,7.7,0.9,7.6,putative myosin heavy chain
245163_at,4.4,4.3,4.4,1.4,0.6,4.2,5.8,1.4,2.5,0.7,0.8,3,putative flavin-containing monooxygenase
245164_at,303.2,334.3,408,321.4,366.4,421.4,254.2,626.8,568.8,429.9,346.8,364.4,mitochondrial chaperonin (HSP60)
245165_at,39,45.3,47.5,35.3,38.5,38,25.4,50.3,37.4,134.8,122.9,159.8,unknown protein predicted by genscan
245166_at,66.1,52.2,55.8,53.1,61.8,41.9,44.2,65.3,41.4,86.1,34.1,35.4,putative receptor-like protein kinase
245167_s_at,373.4,333.3,335.6,268.1,363.8,354.9,393.5,396.4,317.9,279.6,231.4,275.7,putative synaptobrevin  ;supported by full-length cDNA: Ceres:2443.
245168_at,1627.6,1527.4,1207.4,1430.6,1287.5,1470.7,1615.9,1350.5,1213.2,1531.2,921.3,902,3-ketoacyl-CoA thiolase  ;supported by full-length cDNA: Ceres:36488.
245169_at,350.4,309.6,331.7,289.7,318.8,287.9,327.7,322.6,330.6,303.9,351.7,349.2,unknown protein predicted by genefinder and 5  EST; supported by full-length cDNA: Ceres: 954.
245170_at,10.7,3.8,8.4,12.2,9.9,10.6,14.1,18.3,13.1,9.1,1.8,5.7," 60S ribosomal protein L18, 5 partial No ATG at the position for start codon "
245171_at,1.6,1.1,2.1,2,1.6,13.6,1.4,2.5,2.3,2.9,2.2,2,hypothetical protein predicted by genscan
245172_at,91.1,113.6,96.3,129.5,112.9,101.4,111.4,96.3,101.2,74,56.9,73,hypothetical protein predicted by genscan and genefinder
245173_at,6.8,8.6,11.8,12.7,25.7,17.4,4.8,33.8,17.3,7.1,3,1.3,putative AP2 domain transcription factor
245174_at,78.1,67,66.8,55.4,82.1,73.6,93.6,50.5,74.9,44,27.3,42.9,putative kinesin heavy chain
245175_at,798.5,822.5,791.5,803.6,779.7,878,885.6,851.5,791.9,887.5,778.5,563.7,putative protein disulfide-isomerase
245176_at,159.1,206.7,215.8,231.5,217.3,133.1,121.6,188.5,142,152.1,214.3,309.2,unknown protein similar to GP|2104534|AF001308 (T10M13.11)
245177_at,4.2,3.9,2.1,6.4,1.2,14.7,9.4,2.6,4.7,6.4,4.1,5.6," annexin-like protein genmodel supported by ESTs AV542769 and Av542175 in condradiction to N-terminal homology data from EMBL:AF188832, PIR:S56674, EMBL:MTANNEXIN~strong similarity to annexin, Fragaria x ananassa, EMBL:AF188832~Contains Annexins repeated domain signature AA198 "
245178_at,135.6,138.2,136.1,125,176,129.6,146.6,109.9,109.2,170.8,148.2,104.3,putative protein similarity to cDNA clones from human and mouse
245179_at,97.1,69.1,69.4,57.7,65,75.2,107.6,70.3,69.6,48.6,63.8,93.7," putative protein similarity to predicted proteins, Arabidopsis thaliana "
245180_at,135.5,156.9,173.1,169.8,140.4,164.7,152.6,170.2,156.2,142,139.8,139.4,putative protein similarity to proteins of unknown function from human and mouse
245181_at,453.5,346,311.5,311.9,339.3,314.8,426.9,213,306.6,56.8,33.7,32.2,putative protein similarity to various predicted proteins~Contains ATP synthase delta (OSCP) subunit signature AA211-230;Prokaryotic membrane lipoprotein lipid attachment site AA140-150
245182_at,75.3,90.2,82.4,71.9,83.6,72,79.5,71,58.7,63.5,58.3,42.5," putative protein similarity to TETRATRICOPEPTIDE REPEAT PROTEIN 2 , human, SWISSPROT:TTC2_HUMAN~Contains dnaJ domains signatures and profile AA1108-1127 "
245183_at,43.4,38,59.5,46.4,44.3,40.1,39.4,54.1,46.7,41.1,43.8,53.4," putative protein similarity to predicted proteins, Arabidopsis thaliana "
245184_at,4.4,4.7,4.9,5.7,6.5,9.3,8.8,11.4,6.2,3.8,1,3.8,F12A21.8 hypothetical protein
245185_at,29,25.3,22.9,33.9,29.2,30.7,33,49.3,21.6,30.1,35.3,34.2," F12A21.11 similar to T-Complex protein 1, epsilon subunit sp|004450|TCPE_ARATH "
245186_at,46.9,21.7,28.7,22,24.9,8.1,30.1,13.5,17.9,14.5,13.2,22.2,F12A21.15 hypothetical protein
245187_s_at,215.1,263.4,257.5,268.6,266.6,236.1,214,291.6,240.8,226.9,180.9,206,F12A21.17 similar to signal recognition particle 72kD gi|5902124
245188_at,53.4,62.8,74.2,52,59.5,58.1,49.6,73.7,80.4,69.3,101,99.5," F12A21.19 unknown protein;  similar to ESTs gb|AI996033.1, and dbj|AV563431.1 "
245189_at,8.7,4.4,1.3,0.6,0.7,5.6,4.3,0.8,0.5,3,0.2,0.7,F12A21.18 hypothetical protein
245190_at,21,16.9,19.9,25.8,20.2,24.3,19.5,22.7,24.5,26.8,29.2,24,F12A21.16 hypothetical protein
245191_at,4.9,1.2,4.9,4.3,1.9,10.7,10.1,5.9,7.3,2.3,10.9,9.7,F12A21.10 similar to terminal ear1 gb|AAC39463.1
245192_at,6,6.1,5.1,3.7,5.6,5.4,6,6.8,6.5,4.4,0.5,5,F12A21.9 hypothetical protein
245193_at,396,247.9,207.3,185.7,207.1,87.8,119.1,32.6,34.2,31,36.8,17.5,F12A21.6 hypothetical protein
245194_at,105.5,76.2,77.7,75.7,84.1,55.7,73,45.8,58.3,16.3,23,26.8,F12A21.5 similar to protein phosphatase 2C emb|CAA72341.1
245195_at,202.6,316.5,255.9,286.5,294.8,244.8,271.2,357.9,298.2,1287.6,1566.3,1693.7," F12A21.13 putative photosystem II Core Complex sp|049347|PSBY_ARATH;  similar to ESTs gb|BE523181, dbj|AV531372.1, dbj|AV527826.1, dbj AV520274.1, dbj|AV522153.1, dbj|AV530317.1, dbj|AV526312.1, dbj|AV527090.1, dbj|AV521148.1, and dbj|AV531908.1;supported by full-l "
245196_at,68.6,72.3,60.3,60.9,60.5,34.7,58.7,55.3,48.4,59.5,113.6,138.8," F12A21.12 similar to pectate lyase like protein emb|CAB41931.1;  similar to ESTs dbj|AV519656.1, and dbj|AV563083.1;supported by full-length cDNA: Ceres:94849. "
245197_at,263.1,191,209.4,155.8,171.9,133.2,183.4,99,93.4,53,52.1,45.5,F12A21.7 hypothetical protein;supported by full-length cDNA: Ceres:34552.
245198_at,74.3,79.5,61.3,84.1,77.2,80.6,74.8,74.4,89.8,337,369.5,424.8,Expressed protein ; supported by full-length cDNA: Ceres: 19973.
245199_at,995.4,910.4,925.6,893.7,903.8,855.6,1008.6,674.7,794.6,522.3,685.8,679.8,Expressed protein ; supported by full-length cDNA: Ceres: 7434.
245200_at,137.5,91.3,93.9,92.5,96.3,96.1,94.5,72,83.2,99.8,61,75.2,F12A21.2 hypothetical protein; supported by cDNA: gi_14326581_gb_AF385745.1_AF385745
245201_at,115.1,114.7,123.5,119.6,110.6,95.9,86.6,71.8,69.6,137.6,97.6,150.8," F12A21.3 unknown protein;  similar to ESTs gb|AI995396.1, dbj|AV557393.1, and dbj|AV557055.1; supported by cDNA: gi_15146205_gb_AY049244.1_  "
245202_at,92,89.8,94.8,83.3,80.4,95.6,89.4,73,62.3,89.5,54,65.7,F12A21.14 similar to receptor protein kinase-like protein emb|CAB45811.1; supported by cDNA: gi_16604632_gb_AY059761.1_ which likely contains two unspliced introns.
245203_at,0.6,0.2,1,0.4,0.1,0.6,0.7,0.6,0.1,0.4,0.2,0.2,hypothetical protein similar to protein prospero GI:1346808 [Drosophila melanogaster]
245204_at,29.8,10.2,13.9,7.1,14.5,12.1,31.3,12.6,26.4,2.7,0.6,1.6," 1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE-like protein similarity to ripening protein E8, tomato, PIR:S01642 "
245205_at,32.3,16.4,15.8,18.7,15,19.7,31,16,29.8,10.1,6.6,10.6," putative protein similarity to splicing factor SF3a 120K chain, human, PIR:S60735 "
245206_at,130.8,119.1,136.6,120.7,118,122.1,124.6,96.5,109.7,89,83.8,80.5," putative protein similarity to NCA2 protein, yeast, PIR:S54389~Contains  Homeobox  domain signature and profile AA305-328 "
245207_at,150.8,136.4,152,137.3,123,94.2,84.2,104.8,102.1,144.9,170.4,159.9," RING finger-like protein similarity to predicted protein, Arabidopsis thaliana, AF361602~Contains Zinc finger, C3HC4 type (RING finger), signature AA61-70 "
245208_at,60,45.9,50.8,53,52.7,53.3,40.4,63.4,41.8,46.5,36.5,38.2,lateral root primordia (LRP1)
245209_at,24.8,15.1,14.5,45.1,10.2,64.9,42.5,18.3,11,19.6,30,10.1," putative protein similarity to predicted protein, Arabidopsis thaliana "
245210_at,47.4,59.3,62.9,59.3,54.1,63.3,59.9,50,52.8,35.5,39.6,44.1," putative protein similarity to UVB-resistance protein UVR8, Arabidopsis thaliana, PIR:T50662~Contains Regulator of chromosome condensation (RCC1) signatures AA300-310;Regulator of chromosome condensation (RCC1) signatures AA405-415;Regulator of chromosome condensation (RC "
245211_at,247.9,229.7,248.8,223.2,243.4,227.9,218.2,192.7,214.8,211.2,125.8,195.6," putative protein similarity to sec10, Drosophila melanogaster, AE003746~Contains Putative AMP-binding domain signature AA505-516 "
245212_at,11.8,6,4.4,1,6.4,6.6,3.4,5.6,2.2,6.9,1.3,6.8,hypothetical protein predicted by genscan+
245213_at,185.7,331.9,347.3,431,397,311.3,276.9,592.6,393.1,1248.6,1216.2,1341.6," photosystem II 22kDa protein, putative similar to photosystem II 22kDa protein GI:21306 from [Spinacia oleracea]; supported by cDNA: gi_15294225_gb_AF410304.1_AF410304  "
245214_at,3.6,0.6,3.5,3,1.4,3.6,4.8,2.5,1.4,3.3,0.2,0.6,F12A21.1 hypothetical protein
245215_at,15.5,16.1,12.5,19,16.6,16,17.7,21.9,21.3,36.4,54.5,78.3,F12A21.4 similar to iEP4 gb|AAD11468.1
245216_at,228.2,194.5,210.1,176.7,184.2,195.4,162.5,199.3,268.2,199.8,155.6,174.4,Expressed protein non-consensus GG donor splice site at exon 1 and 6; CT acceptor splice site at exon 2; supported by cDNA: gi:13605660
245217_at,0.9,0.6,1.1,1,0.8,10.3,2.7,1,1.1,1.3,1.2,1.2," retroelement pol polyprotein, putative  "
245218_s_at,73.3,136.1,96,95.6,92.5,103,112.4,105.9,117.6,171.7,119,107.3," viral resistance protein, putative, 5  partial similar to viral resistance protein GI:7110565 from [Arabidopsis thaliana] "
245219_at,183.7,234,217.6,223.3,204.9,221.6,201.5,171.2,150.8,350,281.9,316.6," viral resistance protein, putative similar to viral resistance protein GI:7110565 from [Arabidopsis thaliana] "
245220_at,25,12.5,11.5,0.5,7.1,16.3,30.3,10,10.6,0.3,0.4,0.2,hypothetical protein contains similarity to merozoite-piroplasm surface antigen Tams1
245221_s_at,9.1,4.5,0.4,15,6.3,10.5,10.7,7.8,6.2,8.7,8.3,8.1," polyprotein, putative similar to polyprotein GI:4996365 from [Arabidopsis thaliana] "
245222_at,0.7,0.4,0.5,0.6,0.7,0.5,0.8,0.5,0.5,0.8,0.6,0.9,contains similarity to En/Spm transposon protein~gene_id:K17E7.3
245223_at,2.1,0.3,0.8,4.1,0.3,0.9,1.3,2.3,1,0.6,0.4,0.7,gene_id:K17E7.5~unknown protein
245224_at,17.9,7.7,14.4,18.8,14.8,22.7,18.2,12.8,8.8,13.1,7.1,0.9,gene_id:K17E7.8~unknown protein
245225_at,1.4,1.1,1.3,1.8,2.2,1.8,1.4,1.8,1.7,1.5,1,0.9,mitochondrial protein-like; contains similarity to AAA-type ATPase gene_id:K17E7.100
245226_at,12.5,12.9,18.7,13.4,14,16.2,7.5,75,8.9,30.1,27,9.2,gene_id:K17E7.15~unknown protein
245227_s_at,36.3,37.1,39.6,47.2,55.9,48.4,43.9,69.3,86.8,43.2,29.4,27.1,gunknown protein contains non-consensus TG donor splice site at exon 1
245228_at,171.2,279.3,294.5,335.8,370.3,298.2,169.9,360.4,114,201.4,219.7,114,phytochelatin synthetase-like protein gene_id:K17E7.120;supported by full-length cDNA: Ceres:98007.
245229_at,86.2,65.1,78.4,101.3,74.8,151.1,125.9,129.6,155.1,88.1,123.6,108.3,putative protein contains EST gb:T4504800
245230_at,18.5,18,18.8,23.9,21.3,33,33,25.2,20.6,20.3,11.7,12," hypothetical protein Contains Zinc finger, C2H2 type, domain, [CEKCSREFCSPVNFRRHNRMH]00 "
245231_at,35.5,16.5,17.5,21.8,20,29.5,23.1,22.7,17.4,23.3,24.1,30.3,hypothetical protein
245232_at,3.4,1.9,2,0.5,1,0.6,0.3,1,0.5,1.1,0.5,0.4," actin depolymerizing factor-like protein strong similarity to actin-depolymerizing factor, Brassica napus, PIR2:S30934~Contains Actin-depolymerizing proteins signature, [PDSSRVRMKMVYASSKDRFK]00 "
245233_at,3.5,5.1,6.5,6.9,6.2,1.9,6.4,2.5,1.6,1.6,1.4,1.5," putative protein similarity to low-temperature-induced protein 65, Arabidopsis thaliana, PIR2:S30153~contains EST gb:W43419, W4351200 "
245234_at,47.8,29.7,29.7,31.6,29.3,21.3,20,18.4,18.7,13,15,14.9," myb-like protein similarity to ATMYB4 - Arabidopsis thaliana~Contains Myb DNA-binding domain repeat signatures, Myb_1[WSPEEDEKL], Myb_2 [WSQIAKFLPGRTDNEIKNYWHSHL], ATP/GTP-binding site motif A (P-loop), [GLQRNGKS]00 "
245235_at,157.2,178.1,179.3,163.8,166.2,171.9,193.9,207.5,239.8,215.7,262.5,260.1," putative protein similarity to predicted protein F43G9.5, Caenorhabditis elegans00 "
245236_at,28,21.5,29.8,31.2,25.6,36.4,35.6,36.4,31.5,29.8,30.2,27.8," putative DNA mismatch repair protein similarity to DNA mismatch repair protein rep-3, Mus musculus, PIR2:JC4019~Contains DNA mismatch repair proteins mutS family signature, [SLVILDELGRGTSTHDG], ATP/GTP-binding site motif A (P-loop), [GPNMGGKS00 "
245237_at,42.5,38.8,41.2,37.8,44.3,47.3,46.5,37.3,42.2,25.3,18.9,20.3,putative protein similarity to ALR - Homo sapiens~contains EST gb:Aa39558600
245238_at,583.2,469.7,562.9,587.5,619.6,514.9,577.3,471.6,547.7,519.7,685.4,659.9," putative protein similarity to cytochrome b561, Homo sapiens, PIR2:S53321~contains EST gb:AA720180, R65413, T46072, AA728528, T04182, T04807, Z37601, F19849, T8828200;supported by full-length cDNA: Ceres:15975. "
245239_at,16.4,9,5.5,17.1,11.8,14,15.1,15.8,12.7,15.7,13,15," putative homeodomain-protein similarity to homeodomain protein AHDP, Arabidopsis thaliana00; supported by cDNA: gi_13506819_gb_AF243535.1_AF243535  "
245240_at,14.3,5.4,6.1,12,11.8,12.6,6.3,9.8,4.7,2,3.4,9.3," polyprotein, putative similar to polyprotein GI:4996367 from [Arabidopsis thaliana] "
245241_at,1.1,1.8,0.9,1.2,2.5,1.2,9,3.9,1.2,1.1,1.4,0.8,hypothetical protein contains similarity to protein kinase GI:571458 from [Gallus gallus]
245242_at,48.1,41.6,47.4,47.2,49.6,44,47.8,56.5,43.4,135.6,165.8,221.6,chlorophyll a oxygenase identical to chlorophyll a oxygenase GI:5853117 from [Arabidopsis thaliana]; supported by cDNA: gi_5478806_dbj_AB021316.1_AB021316
245243_at,11.6,11.6,15,22.2,17.6,15.7,17.1,24.3,13.7,9.4,8.8,9.7,hypothetical protein predicted by genemark.hmm
245244_at,69.2,106.1,104.8,158.3,95.6,140.5,64,108.1,72,162.7,63.7,44," IAA-amino acid hydrolase, putative similar to IAA-amino acid hydrolase GI:3421384 from [Arabidopsis thaliana] "
245245_at,18,14.7,12.8,16.3,16,16,11.7,12.9,14.5,13,15.2,22," delta-aminolevulinic acid dehydratase (Alad), putative similar to delta-aminolevulinic acid dehydratase (Alad) GI:493019 from [Glycine max] "
