"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","batchcorr","refgroup","Affy_identifier","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT1G68840",1440.31731084444,0.722295788720645,0.1546991506166,4.66903525870516,3.02617444495754e-06,0.00110126662085722,"RAV2","P82280",843216,"TEM2 [Source:UniProtKB/TrEMBL;Acc:A0A178WNP0]","RAV2","UniProtKB Gene Name","r","em2","260037_at",0.444795110008579,0.00242250337318006,NA,NA
"AT1G69490",78.0629926746516,1.39413175665557,0.361225678214197,3.85944809778691,0.000113643389531692,0.0198237274615324,"NAP","O49255",843282,"NAP [Source:UniProtKB/TrEMBL;Acc:A0A178W8K0]","NAC029","UniProtKB Gene Name","r","em2","256300_at",3.02078550357009,1.52808302696869e-09,NA,NA
"AT1G70290",763.312094652612,0.641833465412072,0.16348697045933,3.9258998047905,8.64061199685575e-05,0.0161215571883434,"ATTPS8","",843365,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 8 [Source:UniProtKB/Swiss-Prot;Acc:Q0WUI9]","TPS8","UniProtKB Gene Name","r","em2","264339_at",-1.76174551292667,8.65125509053995e-07,NA,NA
"AT1G71030",1940.28364075037,1.04683341217737,0.13081103023358,8.00263869421493,1.21780879841145e-15,5.14085806161409e-12,"ATMYBL2","",843443,"At1g71030/F23N20_2 [Source:UniProtKB/TrEMBL;Acc:Q9C9A5]","ATMYBL2","TAIR Gene Name","r","em2","259751_at",-0.835296133871686,5.27712310367743e-05,NA,NA
"AT1G72140",118.714944420502,-0.966880178978259,0.268334747645637,-3.60326117829184,0.000314249481232892,0.0401991745477736,"","Q9C7U1",843545,"Protein NRT1/ PTR FAMILY 5.12 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7U1]","NPF5.12","UniProtKB Gene Name","r","em2","259846_at",-0.922005617659495,0.000207983611190004,NA,NA
"AT1G73010",1785.32374510696,-1.24184153501766,0.187185157438116,-6.63429489823848,3.2605737717941e-11,4.04829003536812e-08,"ATPS2","Q67YC0",843632,"Inorganic pyrophosphatase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q67YC0]","PS2","UniProtKB Gene Name","r","em2","262369_at",0.703442729923556,0.00023042644923539,NA,NA
"AT1G73830",184.225236867171,0.708235224666435,0.1947219567712,3.63716160421815,0.000275658992655036,0.0375376410191604,"BEE3","",843719,"Transcription factor BEE 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWK7]","BEE3","UniProtKB Gene Name","r","em2","260070_at",-1.14595206229514,2.77000360695994e-06,NA,NA
"AT1G74470",13014.3750255863,0.402302978151088,0.111399199297641,3.61136328346669,0.000304591641980579,0.0396852826375561,"","Q9CA67",843788,"Geranylgeranyl diphosphate reductase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9CA67]","CHLP","UniProtKB Gene Name","r","em2","260236_at",-0.933119492049825,5.05774016098966e-07,NA,NA
"AT1G77760",4158.91929086898,0.681327148940635,0.173593065376973,3.92485234050722,8.6782953482861e-05,0.0161215571883434,"NIA1","P11832",844112,"Nitrate reductase [Source:UniProtKB/TrEMBL;Acc:A0A178WBR8]","NIA1","UniProtKB Gene Name","r","em2","259681_at",0.237182637279924,0.0389593345820768,NA,NA
"AT1G80440",711.465835773463,1.10546751029985,0.170822033132148,6.47145739943663,9.70621253798026e-11,1.13816126688416e-07,"","Q9M8L2",844383,"F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2]","","","r","em2","260287_at",-1.08784531158447,1.78978765381198e-05,NA,NA
"AT1G80920",3110.44450777339,1.08926851310438,0.14421888089683,7.55288424324697,4.25723351235179e-14,1.12321784681512e-10,"J8","Q9SAG8",844432,"Chaperone protein dnaJ 8, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SAG8]","ATJ8","UniProtKB Gene Name","r","em2","261901_at",-0.876617919458693,3.37069812788628e-06,NA,NA
"AT2G01520",1066.54797840423,-0.795161624919563,0.204105611961703,-3.89583420699262,9.78613164359404e-05,0.0173576370253226,"MLP328","Q9ZVF3",814681,"MLP-like protein 328 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVF3]","MLP328","UniProtKB Gene Name","r","em2",NA,NA,NA,NA,NA
"AT2G02710",693.025977675045,0.67429129893269,0.148612031130517,4.53725915595958,5.69900567724608e-06,0.00194014375531666,"PLP","",814800,"Protein TWIN LOV 1 [Source:UniProtKB/Swiss-Prot;Acc:O64511]","TLP1","UniProtKB Gene Name","r","em2","267477_at",-1.13889816299936,4.85694516305347e-06,NA,NA
"AT2G05540",1095.20990219493,1.06428343891855,0.154216624504093,6.9012237969863,5.15564345635822e-12,9.89274240303208e-09,"","",815103,"At2g05540/T20G20.11 [Source:UniProtKB/TrEMBL;Acc:Q9SL13]","","","r","em2","265511_at",-1.4544008694074,9.48201366106892e-06,NA,NA
"AT2G15890",1341.87536796849,1.0508200507021,0.138306245403936,7.59777729221902,3.01260199502079e-14,9.33939775105039e-11,"MEE14","",816085,"CCG-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIM0]","MEE14","UniProtKB Gene Name","r","em2","265478_at",-1.87123783548916,9.95427725059487e-06,NA,NA
"AT2G15960",401.040977008888,1.19167973268241,0.237390046275548,5.01992291327655,5.16922194132831e-07,0.000237188625033949,"","",816091,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9XIM6]","","","r","em2","265481_at",-1.02175299146337,4.02734927055257e-05,NA,NA
"AT2G16660",524.849726425633,-0.680013351605266,0.158937675725413,-4.27849060017766,1.88164934572013e-05,0.00496449659251435,"","",816167,"At2g16660/T24I21.7 [Source:UniProtKB/TrEMBL;Acc:Q9SLF1]","","","r","em2","265414_at",-0.333192981491836,0.0230878548303779,NA,NA
"AT2G17880",143.815121106094,0.837898779922555,0.197514793415056,4.24220771231956,2.21331698125e-05,0.00556148589562427,"","",816298,"At2g17880/At2g17880 [Source:UniProtKB/TrEMBL;Acc:O48828]","","","r","em2","264788_at",-0.822983098691189,8.69064498354639e-05,NA,NA
"AT2G18700",413.671805052509,0.8023113103215,0.190093100755815,4.22062298490313,2.43628098125248e-05,0.00597937007805768,"ATTPS11","Q9ZV48",816385,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]","TPS11","UniProtKB Gene Name","r","em2","266072_at",-0.780419153508224,0.000119599991252673,NA,NA
"AT2G20270",2110.72050859091,0.526460659828015,0.142545243592306,3.69328815582053,0.000221372933763321,0.0313591846506202,"","",816546,"Thioredoxin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IUG7]","","","r","em2","265288_at",-0.737621602741006,8.26791334106819e-06,NA,NA
"AT2G20570",3191.42619368022,-0.547815246577462,0.105060859660199,-5.21426579174464,1.84546702365678e-07,9.98776217136505e-05,"GPRI1","",816579,"GBF's pro-rich region-interacting factor 1 [Source:UniProtKB/TrEMBL;Acc:F4IVF9]","GPRI1","TAIR Gene Name","r","em2","263715_at",0.503184074798403,0.000486279063024473,NA,NA
"AT2G20670",1066.13026498864,1.12650846446367,0.183696207295476,6.13245358218898,8.65339617746942e-10,8.30214695990214e-07,"","",816595,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SIU5]","","","r","em2","265387_at",-2.12280771474225,1.47961286212783e-07,NA,NA
"AT2G22980",345.282253479207,0.800308943074846,0.221578073086502,3.61185983760412,0.000304008874931555,0.0396852826375561,"SCPL13","",816829,"Serine carboxypeptidase-like 13 [Source:UniProtKB/TrEMBL;Acc:A8MQS0]","SCPL13","TAIR Gene Name","r","em2","267265_at",-1.54233404011972,1.82563220107096e-05,NA,NA
"AT2G24980",863.055781896906,-0.680369782888884,0.154106855728241,-4.41492222830553,1.01046310916499e-05,0.00296220067293685,"","",817037,"Proline-rich extensin-like family protein [Source:TAIR;Acc:AT2G24980]","","","r","em2","263552_x_at",0.597970947636148,0.000540476225587955,NA,NA
"AT2G25200",89.3078122943356,1.09572760483868,0.310109133815944,3.53336127625642,0.000410311357578385,0.0494882389966112,"","",817058,"At2g25200 [Source:UniProtKB/TrEMBL;Acc:Q9SIS2]","","","r","em2","264379_at",-0.87184401512955,2.87193190786738e-05,NA,NA
"AT2G25900",680.973208707446,0.957640938121495,0.138062618373275,6.93627970702651,4.02560187950921e-12,8.49683788708008e-09,"ATCTH","O82307",817131,"Zinc finger CCCH domain-containing protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O82307]","ATCTH","TAIR Gene Name","r","em2","266656_at",-1.43222393106761,1.11316209792297e-06,NA,NA
"AT2G27830",309.986558909573,0.728159292836108,0.176488973900276,4.12580614383054,3.6943837001071e-05,0.00829546348491069,"","",817330,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUY4]","","","r","em2","266259_at",0.785110902489712,8.59322029541251e-05,NA,NA
"AT2G28780",207.229914674593,0.729928429791401,0.193303357785576,3.7760773436801,0.000159317538895305,0.0245453671055709,"","",817427,"p-hydroxybenzoic acid efflux pump subunit [Source:UniProtKB/TrEMBL;Acc:Q84W96]","","","r","em2","266222_at",1.55750444733419,6.94963650577722e-06,NA,NA
"AT2G29290",1081.48764581473,0.627838978013501,0.133170975734772,4.71453313718994,2.42265577131845e-06,0.000946944358615158,"","",817478,"Tropinone reductase homolog At2g29290 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW13]","","","r","em2","266279_at",-1.95264873521927,7.89329495947169e-08,NA,NA
"AT2G29300",219.002075992665,0.90214532355714,0.200583880438415,4.49759632521479,6.87260267646215e-06,0.00226656288581385,"","",817479,"NAD(P)-binding Rossmann-fold superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IKL5]","","","r","em2","266278_at",-0.551991824081583,0.00103775551748888,NA,NA
"AT2G30540",125.86893808754,-0.821692287992797,0.223756120197692,-3.67226732062935,0.000240408009607043,0.0330499238562356,"","O04341",817603,"Monothiol glutaredoxin-S9 [Source:UniProtKB/Swiss-Prot;Acc:O04341]","GRXS9","UniProtKB Gene Name","r","em2","267497_at",-0.433797370153702,0.024960292268659,NA,NA
"AT2G30615",2004.38353287457,0.484020558258019,0.134770691547304,3.59143781708748,0.000328858646793059,0.0413167824872684,"","",817611,"F-box/LRR protein [Source:UniProtKB/TrEMBL;Acc:Q58G02]","","","r","em2",NA,NA,NA,NA,NA
"AT2G32150",834.999501744127,0.823150281603451,0.152506865735657,5.39746376422315,6.7589518647911e-08,4.07603420028988e-05,"","",817774,"At2g32150/F22D22.10 [Source:UniProtKB/TrEMBL;Acc:Q9SKY5]","","","r","em2","265680_at",1.64260059373294,4.48589651168563e-08,NA,NA
"AT2G33790",103.652740235664,-1.31570722195639,0.316079140078178,-4.16258795702545,3.14660872874612e-05,0.00729840334479608,"ATAGP30","P93013",817946,"Non-classical arabinogalactan protein 30 [Source:UniProtKB/Swiss-Prot;Acc:P93013]","AGP30","UniProtKB Gene Name","r","em2","267457_at",0.852595379551393,4.7925211292155e-05,NA,NA
"AT2G34410",12787.0980307233,0.722563042617558,0.112667399947263,6.41323970337267,1.42459256004757e-10,1.43185119832972e-07,"","",818004,"Protein REDUCED WALL ACETYLATION 3 [Source:UniProtKB/Swiss-Prot;Acc:Q66GQ5]","RWA3","UniProtKB Gene Name","r","em2",NA,NA,NA,NA,NA
"AT2G38540",12880.1468332288,-0.397545893330082,0.107494292101798,-3.69829770080819,0.000217050236522717,0.0311651655937755,"LP1","Q42589",818436,"Non-specific lipid-transfer protein [Source:UniProtKB/TrEMBL;Acc:A0A178VZQ3]","LTP1","UniProtKB Gene Name","r","em2","266421_at",-0.908398130993144,4.81343137257437e-07,NA,NA
"AT2G38940",852.912256976203,-0.50925035510291,0.140889371653097,-3.61454060819297,0.000300880655731094,0.0396852826375561,"ATPT2","Q96303",818479,"PHT1 [Source:UniProtKB/TrEMBL;Acc:A0A178VRB1]","PHT1-4","UniProtKB Gene Name","r","em2","266184_s_at",0.987710710116906,6.12089551129588e-06,NA,NA
"AT2G39570",1795.43633935721,0.627749474412102,0.168156006920918,3.7331373758615,0.000189109382837636,0.0281093784757323,"","O80644",818542,"ACT domain-containing protein ACR9 [Source:UniProtKB/Swiss-Prot;Acc:O80644]","ACR9","UniProtKB Gene Name","r","em2","266984_at",-0.661225138313896,0.00153835379116719,NA,NA
"AT2G40000",728.244218054145,1.21244944557015,0.206301207629742,5.87708360750941,4.17557344411301e-09,3.38976264172667e-06,"HSPRO2","O04203",818588,"Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]","HSPRO2","UniProtKB Gene Name","r","em2",NA,NA,NA,NA,NA
"AT2G45130",293.409349008871,-1.40054226389546,0.217454604567898,-6.44061902795053,1.18987198908156e-10,1.2921452846194e-07,"ATSPX3","Q5PP62",819120,"SPX domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5PP62]","SPX3","UniProtKB Gene Name","r","em2",NA,NA,NA,NA,NA
"AT2G45135",112.863126563795,-1.11210571773745,0.229928780113781,-4.83673995568159,1.3198591664328e-06,0.000557165348517941,"","",819121,"RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IW24]","","","r","em2",NA,NA,NA,NA,NA
"AT2G46880",161.329819982688,-1.21033080564533,0.257752892118415,-4.69570213431121,2.65692479285115e-06,0.00100658691874957,"ATPAP14","",819301,"Probable inactive purple acid phosphatase 14 [Source:UniProtKB/Swiss-Prot;Acc:Q84LR6]","PAP14","UniProtKB Gene Name","r","em2",NA,NA,NA,NA,NA
"AT3G03250",2699.30798025883,-0.536363719153668,0.121012942631506,-4.4322839151754,9.32401286394895e-06,0.00281145627884815,"UGP","",821313,"UTP--glucose-1-phosphate uridylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LT02]","UGP","TAIR Gene Name","r","em2","258849_at",0.699307201155475,6.40473358371532e-06,NA,NA
"AT3G03530",152.79737131053,-1.2092971947682,0.276278900812498,-4.37708848273186,1.20275156414173e-05,0.00343060503572156,"NPC4","Q9SRQ7",821243,"Non-specific phospholipase C4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRQ7]","NPC4","UniProtKB Gene Name","r","em2","259221_s_at",1.54897368645913,5.29959170040985e-06,NA,NA
"AT3G03790",1189.86890847396,-0.525535657770235,0.130694007869555,-4.02111517074883,5.79232748281078e-05,0.0119861427627144,"","",821145,"Ankyrin repeat family protein / regulator of chromosome condensation (RCC1) family protein [Source:UniProtKB/TrEMBL;Acc:F4J2C4]","","","r","em2","259334_at",0.501729400053867,0.00228478235092338,NA,NA
"AT3G04720",2042.3979977658,-0.67906856923491,0.153707982968628,-4.41791347540815,9.96582982487152e-06,0.00296220067293685,"PR4","P43082",819632,"Hevein-like preproprotein [Source:UniProtKB/Swiss-Prot;Acc:P43082]","HEL","UniProtKB Gene Name","r","em2","258791_at",-0.61187946548161,0.000183913661637082,NA,NA
"AT3G05630",495.067685347914,-1.00522113483824,0.199891958170881,-5.02882228998384,4.93501489833943e-07,0.000231474132131667,"PLDP2","Q9M9W8",819730,"Phospholipase D zeta 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9W8]","PLPZETA2","UniProtKB Gene Name","r","em2","258887_at",0.453080910704922,0.00516130843156473,0.986,0.0056
"AT3G05770",104.688953053112,1.37185245256297,0.292341726197933,4.69263307159287,2.69710983859858e-06,0.00100658691874957,"","",819746,"F10A16.6 protein [Source:UniProtKB/TrEMBL;Acc:Q9M9L9]","","","r","em2","258739_s_at",0.309788354377489,0.00874732561868665,0.914,0.0034
"AT3G05870",383.548838476177,0.616403630664207,0.16117520836355,3.82443203841769,0.00013107389464289,0.0211258496270209,"APC11","",819756,"APC11 [Source:UniProtKB/TrEMBL;Acc:A0A384LJP7]","APC11","TAIR Gene Name","r","em2",NA,NA,NA,NA,NA
"AT3G06070",726.89856014553,0.641597973768994,0.163306595836396,3.92879399930521,8.53729321883056e-05,0.0161215571883434,"","",819780,"At3g06070 [Source:UniProtKB/TrEMBL;Acc:Q8LED7]","","","r","em2","258468_at",-2.35023744503319,3.66936664505009e-08,NA,NA
"AT3G09922",777.679125486817,-1.2870964515598,0.211754201162573,-6.07825698141236,1.2149593656507e-09,1.11496292742562e-06,"IPS1","",NA,"induced by phosphate starvation1 [Source:TAIR;Acc:AT3G09922]","IPS1","TAIR Gene Name","r","em2",NA,NA,NA,NA,NA
"AT3G10020",1107.47646646503,0.855021895730247,0.132844124577438,6.43627934957584,1.22437606918975e-10,1.2921452846194e-07,"","",820163,"AT3g10020/T22K18_16 [Source:UniProtKB/TrEMBL;Acc:Q9SR67]","","","r","em2","258939_at",-0.56120089681355,0.0181646997584349,NA,NA
"AT3G11120",798.029451696341,0.62649027397214,0.170032184745315,3.68453934124611,0.000229116637003504,0.0320262573326686,"","P62120",818612,"60S ribosomal protein L41 [Source:UniProtKB/Swiss-Prot;Acc:P62120]","RPL41G","UniProtKB Gene Name","r","em2","256438_s_at",-0.729631169907,0.00732024297164499,NA,NA
"AT3G11170",3715.68240387434,0.377212662690486,0.101977299562572,3.69898658141103,0.000216462043420834,0.0311651655937755,"FAD7","P46310",820288,"sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P46310]","FAD7","UniProtKB Gene Name","r","em2","256417_s_at",-1.3534154587801,1.70930362527957e-07,NA,NA
"AT3G12502",377.801752349199,-0.898307988407651,0.201776409659256,-4.45199708887993,8.50753197291949e-06,0.00260244170075959,NA,NA,NA,NA,NA,NA,"r","em2",NA,NA,NA,NA,NA
"AT3G12580",1047.93434163189,-0.53312354864838,0.148289998684831,-3.59514163717445,0.000324215139576145,0.0409772991079861,"HSP70","Q9LHA8",820438,"Probable mediator of RNA polymerase II transcription subunit 37c [Source:UniProtKB/Swiss-Prot;Acc:Q9LHA8]","MED37C","UniProtKB Gene Name","r","em2","256245_at",1.82942925307006,8.14595443222018e-08,2.225,0.00054
"AT3G15450",2679.55688615029,1.72681354023897,0.316864491033923,5.44969092183353,5.04574310384493e-08,3.22728786948045e-05,"","",820784,"AT3g15450/MJK13_11 [Source:UniProtKB/TrEMBL;Acc:Q9LE80]","","","r","em2","258402_at",-3.4224557190487,1.00303171560396e-05,NA,NA
"AT3G15460",455.520101345058,0.799613186257772,0.16733880767802,4.77840853148856,1.76688107104935e-06,0.000703652052200731,"","Q9LE16",820785,"Ribosome biogenesis protein BRX1 homolog 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LE16]","BRIX1-1","UniProtKB Gene Name","r","em2",NA,NA,NA,NA,NA
"AT3G15630",431.281555000682,0.779502543762158,0.19985215056269,3.90039607563614,9.60354443329553e-05,0.0171781366401329,"","",820805,"AT3g15630/MSJ11_3 [Source:UniProtKB/TrEMBL;Acc:Q9LW16]","","","r","em2","258225_at",-2.29224038218862,1.80729454651315e-06,NA,NA
"AT3G18773",158.294678141433,1.00974737648072,0.192380924395428,5.24868762146729,1.53186575020707e-07,8.73867307827587e-05,"","Q9LS99",821409,"RING-H2 finger protein ATL77 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS99]","ATL77","UniProtKB Gene Name","r","em2",NA,NA,NA,NA,NA
"AT3G19030",641.657446444984,0.870249732648419,0.173791718487402,5.00742923899164,5.51618205790736e-07,0.000244138214669504,"","",821436,"AT3g19030/K13E13_15 [Source:UniProtKB/TrEMBL;Acc:Q9LJ63]","","","r","em2","256891_at",-1.50699024270255,1.16289654034528e-06,NA,NA
"AT3G19850",151.901260957808,0.729517817940036,0.202303687383834,3.60605299574154,0.000310889671775384,0.0400139264378456,"","Q9LT24",821522,"BTB/POZ domain-containing protein At3g19850 [Source:UniProtKB/Swiss-Prot;Acc:Q9LT24]","","","r","em2","257964_at",-2.52584204663814,4.07042497081244e-09,NA,NA
"AT3G22550",309.759883490626,-0.586225748064306,0.165636687685357,-3.53922646157896,0.00040130142729894,0.0489610937919001,"","Q8L471",821826,"FCS-Like Zinc finger 8 [Source:UniProtKB/Swiss-Prot;Acc:Q8L471]","FLZ8","UniProtKB Gene Name","r","em2",NA,NA,NA,1.196,0.00031
"AT3G25240",162.446565896679,-0.976814492567772,0.255215879685152,-3.8274048377116,0.000129501425584197,0.0211258496270209,"","",822118,"Sulfate/thiosulfate import ATP-binding protein, putative (DUF506) [Source:UniProtKB/TrEMBL;Acc:Q9LSF2]","","","r","em2",NA,NA,NA,NA,NA
"AT3G43110",356.258924880695,-1.15078640201396,0.169003083621376,-6.80926275044842,9.81001672469035e-12,1.38040015338693e-08,"","",823370,"At3g43110 [Source:UniProtKB/TrEMBL;Acc:Q9M250]","","","r","em2",NA,NA,NA,NA,NA
"AT3G48360",201.406296865507,1.43768814172316,0.255941656412655,5.6172495008205,1.94021161927091e-08,1.27975145774847e-05,"BT2","",823994,"BTB/POZ and TAZ domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q94BN0]","BT2","UniProtKB Gene Name","r","em2","252367_at",-4.2783738478957,7.12048911614009e-08,NA,NA
"AT3G52060",925.049077577273,0.543673156571784,0.135832145372046,4.00253677126762,6.26669243252463e-05,0.0125972454450759,"","",824369,"GnTL [Source:UniProtKB/TrEMBL;Acc:A0A384L2P4]","","","r","em2",NA,NA,NA,NA,NA
"AT3G53620",826.589707621066,-0.612320888276063,0.133275694815731,-4.59439276698327,4.34011239032034e-06,0.00152677920370819,"AtPPa4","Q9LFF9",824530,"PPa4 [Source:UniProtKB/TrEMBL;Acc:A0A178VKC0]","PPA4","UniProtKB Gene Name","r","em2","251961_at",-0.552313173951032,9.55043030666356e-05,NA,NA
"AT3G53980",559.507849570323,-0.893055613827075,0.200143692672831,-4.46207223370725,8.11708526408781e-06,0.00255712415924032,"","",824565,"At3g53980 [Source:UniProtKB/TrEMBL;Acc:Q9M329]","","","r","em2","251928_at",-0.532514714980731,0.00408771049206396,NA,NA
"AT3G54590",1648.486855964,-0.612487670038198,0.148757432598618,-4.11735843607111,3.83239788890863e-05,0.00851478128854678,"ATHRGP1","",824624,"Extensin-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1G9]","EXT2","UniProtKB Gene Name","r","em2","251843_x_at",0.259953116821719,0.0361488646836113,NA,NA
"AT3G56020",721.550151757579,0.602164498314395,0.163035083915968,3.69346574891061,0.000221218318136607,0.0313591846506202,"","P62120",818612,"60S ribosomal protein L41 [Source:UniProtKB/Swiss-Prot;Acc:P62120]","RPL41G","UniProtKB Gene Name","r","em2","256438_s_at",-0.729631169907,0.00732024297164499,NA,NA
"AT3G56200",655.861113821707,-0.473149305206854,0.130412203195203,-3.6281060638063,0.000285507974477844,0.0383835466070309,"","Q9LYM2",824786,"Amino acid transporter AVT6C [Source:UniProtKB/Swiss-Prot;Acc:Q9LYM2]","AVT6C","UniProtKB Gene Name","r","em2","251722_at",0.664006418006906,0.00203566683178171,1.329,8.7e-05
